marital_status;hours_per_week;age;education;income
Married-civ-spouse;50;23;HS-grad;<=50K
Never-married;50;24;Bachelors;<=50K
Never-married;40;24;11th;<=50K
Never-married;35;21;Some-college;<=50K
Divorced;48;26;HS-grad;<=50K
Married-civ-spouse;25;68;Bachelors;<=50K
Married-civ-spouse;60;35;Bachelors;<=50K
Married-civ-spouse;40;39;Bachelors;>50K
Married-civ-spouse;50;33;Some-college;<=50K
Never-married;40;24;HS-grad;<=50K
Divorced;60;39;Doctorate;>50K
Never-married;40;26;Bachelors;<=50K
Never-married;50;37;HS-grad;<=50K
Married-civ-spouse;55;43;HS-grad;<=50K
Married-civ-spouse;40;30;Some-college;>50K
Never-married;40;18;7th-8th;<=50K
Married-civ-spouse;65;55;HS-grad;<=50K
Divorced;40;33;HS-grad;<=50K
Married-civ-spouse;60;46;Doctorate;>50K
Divorced;35;39;Bachelors;<=50K
Never-married;40;23;HS-grad;<=50K
Divorced;40;33;HS-grad;<=50K
Married-civ-spouse;40;30;Bachelors;>50K
Never-married;42;37;Bachelors;<=50K
Married-civ-spouse;50;50;Bachelors;>50K
Divorced;40;28;12th;<=50K
Divorced;40;43;HS-grad;<=50K
Married-civ-spouse;35;48;Masters;>50K
Divorced;60;59;Prof-school;>50K
Married-civ-spouse;40;44;HS-grad;<=50K
Never-married;40;27;Some-college;<=50K
Never-married;40;33;HS-grad;<=50K
Married-civ-spouse;48;49;HS-grad;>50K
Married-civ-spouse;45;41;Some-college;>50K
Married-civ-spouse;40;39;Bachelors;>50K
Widowed;40;46;5th-6th;<=50K
Divorced;40;45;Some-college;<=50K
Never-married;35;21;Some-college;<=50K
Divorced;40;32;HS-grad;<=50K
Married-civ-spouse;60;38;Some-college;>50K
Never-married;25;21;HS-grad;<=50K
Never-married;40;22;HS-grad;<=50K
Widowed;40;63;HS-grad;<=50K
Never-married;40;29;Some-college;<=50K
Married-civ-spouse;40;56;HS-grad;<=50K
Divorced;12;72;10th;<=50K
Married-civ-spouse;45;62;Some-college;>50K
Married-civ-spouse;40;23;HS-grad;<=50K
Married-civ-spouse;40;50;Bachelors;>50K
Married-civ-spouse;55;32;Bachelors;<=50K
Married-civ-spouse;38;46;Some-college;>50K
Married-civ-spouse;72;31;HS-grad;<=50K
Never-married;50;24;Bachelors;<=50K
Married-civ-spouse;50;35;Some-college;<=50K
Never-married;35;22;HS-grad;<=50K
Never-married;40;25;11th;<=50K
Divorced;40;33;HS-grad;<=50K
Married-civ-spouse;40;43;Bachelors;<=50K
Never-married;40;29;Bachelors;<=50K
Married-civ-spouse;55;42;Assoc-acdm;>50K
Never-married;40;28;Some-college;<=50K
Never-married;50;49;Bachelors;<=50K
Married-civ-spouse;15;28;Some-college;<=50K
Married-civ-spouse;35;40;HS-grad;<=50K
Married-civ-spouse;60;54;HS-grad;>50K
Never-married;38;35;HS-grad;<=50K
Never-married;40;30;Assoc-voc;<=50K
Never-married;24;20;Some-college;<=50K
Never-married;55;32;Bachelors;<=50K
Never-married;16;23;HS-grad;<=50K
Married-civ-spouse;40;42;Some-college;>50K
Never-married;16;17;11th;<=50K
Never-married;40;31;HS-grad;<=50K
Never-married;30;19;Some-college;<=50K
Married-civ-spouse;40;57;11th;>50K
Divorced;40;58;Bachelors;>50K
Married-civ-spouse;25;33;Some-college;<=50K
Divorced;40;60;Assoc-acdm;<=50K
Never-married;10;20;Some-college;<=50K
Never-married;40;24;Some-college;<=50K
Never-married;45;30;Masters;<=50K
Married-civ-spouse;40;41;HS-grad;<=50K
Never-married;37;24;HS-grad;<=50K
Married-civ-spouse;60;52;Bachelors;>50K
Married-civ-spouse;40;38;Some-college;>50K
Married-civ-spouse;40;37;Bachelors;>50K
Divorced;40;56;5th-6th;<=50K
Divorced;40;47;Masters;>50K
Never-married;55;28;Some-college;<=50K
Married-civ-spouse;40;27;HS-grad;<=50K
Never-married;15;19;Some-college;<=50K
Divorced;40;34;HS-grad;<=50K
Married-civ-spouse;40;46;Assoc-voc;<=50K
Never-married;60;28;Some-college;<=50K
Separated;42;36;Some-college;<=50K
Divorced;50;45;Masters;>50K
Married-civ-spouse;80;50;Bachelors;<=50K
Never-married;40;46;Masters;<=50K
Married-civ-spouse;15;67;Some-college;<=50K
Married-civ-spouse;60;29;11th;<=50K
Married-civ-spouse;45;37;Bachelors;>50K
Married-civ-spouse;40;66;Some-college;<=50K
Never-married;50;31;Some-college;<=50K
Never-married;20;20;Some-college;<=50K
Never-married;30;41;HS-grad;<=50K
Widowed;27;58;HS-grad;<=50K
Married-civ-spouse;55;31;Some-college;>50K
Divorced;40;48;Some-college;<=50K
Never-married;37;25;Masters;<=50K
Never-married;45;36;Bachelors;>50K
Divorced;40;40;Bachelors;<=50K
Married-spouse-absent;40;32;HS-grad;<=50K
Never-married;40;29;HS-grad;<=50K
Divorced;40;47;HS-grad;<=50K
Married-civ-spouse;50;31;HS-grad;<=50K
Divorced;40;44;Some-college;<=50K
Never-married;15;46;HS-grad;<=50K
Never-married;40;22;Some-college;<=50K
Separated;40;58;10th;<=50K
Married-civ-spouse;55;50;Bachelors;>50K
Never-married;40;20;12th;<=50K
Married-civ-spouse;60;50;HS-grad;<=50K
Widowed;15;67;HS-grad;<=50K
Divorced;55;39;Bachelors;>50K
Married-civ-spouse;40;42;Some-college;>50K
Never-married;20;25;Bachelors;<=50K
Married-civ-spouse;50;54;Prof-school;>50K
Divorced;60;52;Some-college;<=50K
Never-married;40;20;11th;<=50K
Never-married;20;18;HS-grad;<=50K
Never-married;15;19;Some-college;<=50K
Married-civ-spouse;20;70;Some-college;>50K
Married-civ-spouse;60;59;Some-college;>50K
Married-civ-spouse;45;60;HS-grad;<=50K
Never-married;22;21;HS-grad;<=50K
Never-married;40;18;Some-college;<=50K
Divorced;40;37;HS-grad;<=50K
Married-civ-spouse;40;30;HS-grad;<=50K
Divorced;40;33;HS-grad;<=50K
Never-married;40;20;Some-college;<=50K
Married-civ-spouse;40;45;HS-grad;<=50K
Married-civ-spouse;42;26;Bachelors;>50K
Married-civ-spouse;38;56;HS-grad;>50K
Never-married;25;21;Some-college;<=50K
Never-married;40;25;Bachelors;>50K
Never-married;40;45;Assoc-acdm;<=50K
Married-civ-spouse;40;51;HS-grad;<=50K
Divorced;40;35;HS-grad;<=50K
Never-married;15;17;11th;<=50K
Married-civ-spouse;40;50;Some-college;<=50K
Never-married;20;20;Some-college;<=50K
Married-civ-spouse;40;39;Masters;>50K
Divorced;40;64;11th;<=50K
Married-civ-spouse;40;25;HS-grad;<=50K
Married-civ-spouse;40;44;HS-grad;<=50K
Divorced;40;38;HS-grad;<=50K
Never-married;70;40;HS-grad;<=50K
Married-civ-spouse;50;49;Doctorate;>50K
Married-civ-spouse;40;46;HS-grad;<=50K
Married-civ-spouse;42;61;Bachelors;<=50K
Married-civ-spouse;70;43;Some-college;>50K
Never-married;40;24;Bachelors;<=50K
Married-civ-spouse;38;57;9th;<=50K
Married-civ-spouse;25;66;9th;>50K
Married-civ-spouse;50;26;HS-grad;>50K
Never-married;20;21;Some-college;<=50K
Never-married;40;19;11th;<=50K
Married-civ-spouse;40;57;HS-grad;<=50K
Married-civ-spouse;50;37;HS-grad;<=50K
Never-married;35;37;Some-college;<=50K
Married-civ-spouse;20;40;HS-grad;>50K
Married-civ-spouse;35;47;Assoc-acdm;>50K
Never-married;40;38;HS-grad;<=50K
Married-civ-spouse;40;59;7th-8th;<=50K
Married-civ-spouse;40;45;Some-college;>50K
Widowed;5;71;HS-grad;<=50K
Married-civ-spouse;40;43;9th;<=50K
Never-married;45;37;Doctorate;>50K
Never-married;60;38;Bachelors;<=50K
Married-civ-spouse;40;49;HS-grad;<=50K
Never-married;40;25;HS-grad;<=50K
Never-married;40;29;Bachelors;<=50K
Married-civ-spouse;40;41;HS-grad;>50K
Divorced;40;58;Some-college;<=50K
Divorced;45;38;Some-college;<=50K
Never-married;40;19;HS-grad;<=50K
Married-civ-spouse;3;67;11th;<=50K
Never-married;40;25;HS-grad;<=50K
Married-civ-spouse;40;33;HS-grad;<=50K
Widowed;40;62;HS-grad;<=50K
Married-civ-spouse;60;41;HS-grad;<=50K
Married-civ-spouse;50;37;Bachelors;>50K
Never-married;40;71;12th;<=50K
Divorced;38;30;9th;<=50K
Married-civ-spouse;50;29;Assoc-acdm;<=50K
Divorced;40;27;HS-grad;<=50K
Divorced;45;57;HS-grad;<=50K
Married-spouse-absent;40;28;HS-grad;<=50K
Married-civ-spouse;55;54;HS-grad;>50K
Never-married;24;19;Some-college;<=50K
Never-married;40;57;Bachelors;<=50K
Married-civ-spouse;40;44;5th-6th;<=50K
Married-civ-spouse;40;48;Assoc-voc;<=50K
Married-spouse-absent;40;45;Some-college;<=50K
Married-civ-spouse;40;30;Bachelors;>50K
Divorced;55;30;Bachelors;>50K
Married-civ-spouse;40;56;Bachelors;<=50K
Never-married;15;17;10th;<=50K
Divorced;40;50;11th;<=50K
Married-civ-spouse;51;33;Bachelors;<=50K
Married-civ-spouse;46;33;HS-grad;<=50K
Married-civ-spouse;38;36;HS-grad;<=50K
Married-civ-spouse;40;30;Bachelors;<=50K
Married-civ-spouse;45;52;12th;<=50K
Never-married;40;42;HS-grad;<=50K
Never-married;40;20;Some-college;<=50K
Never-married;40;20;HS-grad;<=50K
Married-civ-spouse;55;38;Bachelors;>50K
Never-married;40;68;Some-college;<=50K
Married-civ-spouse;40;40;Preschool;<=50K
Married-civ-spouse;20;65;HS-grad;<=50K
Married-civ-spouse;60;31;Bachelors;>50K
Never-married;40;20;Some-college;<=50K
Married-civ-spouse;44;47;Bachelors;<=50K
Never-married;40;29;HS-grad;<=50K
Never-married;43;33;Bachelors;<=50K
Married-civ-spouse;48;58;5th-6th;<=50K
Divorced;40;36;HS-grad;<=50K
Divorced;50;24;HS-grad;<=50K
Never-married;40;31;Some-college;<=50K
Divorced;4;47;Bachelors;<=50K
Married-civ-spouse;50;26;Bachelors;<=50K
Married-civ-spouse;48;40;Bachelors;<=50K
Married-spouse-absent;45;47;10th;<=50K
Married-civ-spouse;50;42;HS-grad;>50K
Married-civ-spouse;40;37;Some-college;<=50K
Never-married;40;79;Bachelors;<=50K
Married-spouse-absent;40;45;HS-grad;<=50K
Married-civ-spouse;40;43;HS-grad;<=50K
Married-civ-spouse;50;29;HS-grad;<=50K
Never-married;40;33;Some-college;<=50K
Never-married;40;65;Bachelors;<=50K
Never-married;25;17;11th;<=50K
Married-civ-spouse;40;65;10th;<=50K
Married-civ-spouse;33;38;Assoc-acdm;>50K
Never-married;25;26;Bachelors;<=50K
Married-civ-spouse;50;29;Bachelors;>50K
Separated;40;31;Some-college;<=50K
Married-civ-spouse;96;25;1st-4th;<=50K
Divorced;40;31;HS-grad;<=50K
Never-married;40;32;HS-grad;<=50K
Married-civ-spouse;45;57;Assoc-voc;<=50K
Married-civ-spouse;60;39;HS-grad;>50K
Never-married;10;39;HS-grad;<=50K
Never-married;30;28;Some-college;<=50K
Never-married;40;27;HS-grad;<=50K
Widowed;40;49;HS-grad;<=50K
Widowed;25;45;HS-grad;<=50K
Married-civ-spouse;45;49;Bachelors;>50K
Never-married;45;26;Bachelors;<=50K
Never-married;40;47;HS-grad;<=50K
Married-civ-spouse;40;68;HS-grad;<=50K
Divorced;40;56;9th;<=50K
Separated;45;27;HS-grad;<=50K
Divorced;40;67;Masters;<=50K
Married-civ-spouse;40;59;HS-grad;>50K
Never-married;60;42;Some-college;<=50K
Married-civ-spouse;35;36;Bachelors;>50K
Never-married;40;35;Bachelors;<=50K
Married-spouse-absent;36;38;Some-college;<=50K
Never-married;35;37;HS-grad;<=50K
Married-civ-spouse;50;29;Bachelors;>50K
Never-married;40;23;Bachelors;<=50K
Never-married;40;21;Some-college;<=50K
Married-civ-spouse;43;54;HS-grad;<=50K
Married-civ-spouse;40;42;HS-grad;<=50K
Separated;20;34;HS-grad;<=50K
Divorced;30;49;HS-grad;>50K
Separated;40;37;HS-grad;<=50K
Never-married;45;24;Some-college;<=50K
Never-married;32;18;12th;<=50K
Divorced;6;72;7th-8th;<=50K
Never-married;45;19;Some-college;<=50K
Never-married;35;24;HS-grad;<=50K
Married-civ-spouse;50;33;Masters;<=50K
Married-civ-spouse;48;45;HS-grad;>50K
Never-married;30;24;Some-college;<=50K
Divorced;35;35;HS-grad;<=50K
Married-civ-spouse;60;37;HS-grad;>50K
Married-civ-spouse;60;45;Bachelors;>50K
Never-married;40;59;HS-grad;<=50K
Never-married;80;28;Prof-school;<=50K
Never-married;40;21;Some-college;<=50K
Never-married;40;29;Assoc-voc;<=50K
Divorced;40;61;Some-college;<=50K
Never-married;48;24;Some-college;<=50K
Married-civ-spouse;50;27;HS-grad;<=50K
Never-married;40;35;Bachelors;<=50K
Never-married;20;21;Some-college;<=50K
Never-married;6;23;Some-college;<=50K
Never-married;40;23;Some-college;<=50K
Married-civ-spouse;60;33;Masters;<=50K
Never-married;40;31;HS-grad;<=50K
Married-civ-spouse;66;52;HS-grad;>50K
Married-civ-spouse;65;42;Prof-school;>50K
Married-civ-spouse;45;41;Prof-school;>50K
Married-civ-spouse;40;40;Prof-school;<=50K
Married-civ-spouse;50;31;HS-grad;>50K
Never-married;40;17;10th;<=50K
Never-married;40;24;Bachelors;<=50K
Married-civ-spouse;30;39;11th;<=50K
Married-civ-spouse;40;35;Some-college;<=50K
Divorced;40;46;HS-grad;<=50K
Married-civ-spouse;40;47;Masters;>50K
Never-married;40;32;HS-grad;<=50K
Widowed;40;61;Some-college;<=50K
Married-civ-spouse;30;61;7th-8th;>50K
Never-married;40;33;HS-grad;<=50K
Married-civ-spouse;65;53;Masters;>50K
Married-civ-spouse;48;41;Assoc-voc;>50K
Never-married;16;22;Some-college;<=50K
Never-married;40;20;HS-grad;<=50K
Never-married;15;26;11th;<=50K
Never-married;40;27;Assoc-acdm;<=50K
Married-civ-spouse;65;33;Bachelors;<=50K
Married-civ-spouse;40;31;9th;<=50K
Never-married;20;24;Some-college;<=50K
Married-civ-spouse;20;64;Some-college;<=50K
Married-civ-spouse;40;49;Bachelors;>50K
Married-civ-spouse;50;36;Bachelors;<=50K
Married-civ-spouse;68;23;Some-college;<=50K
Never-married;50;45;Masters;>50K
Never-married;36;20;11th;<=50K
Married-civ-spouse;42;53;HS-grad;>50K
Married-civ-spouse;40;60;9th;<=50K
Divorced;50;31;11th;<=50K
Never-married;42;24;Bachelors;<=50K
Divorced;45;41;Bachelors;>50K
Divorced;65;36;Some-college;<=50K
Married-civ-spouse;55;58;HS-grad;>50K
Married-civ-spouse;40;37;HS-grad;<=50K
Married-civ-spouse;45;58;Bachelors;>50K
Divorced;40;47;Bachelors;<=50K
Married-civ-spouse;40;33;HS-grad;<=50K
Married-civ-spouse;38;42;Masters;>50K
Never-married;50;22;Some-college;<=50K
Never-married;40;52;HS-grad;<=50K
Married-civ-spouse;50;61;Prof-school;>50K
Divorced;40;45;Bachelors;<=50K
Married-civ-spouse;50;36;Masters;>50K
Never-married;60;24;Some-college;<=50K
Never-married;52;29;Some-college;<=50K
Married-civ-spouse;55;25;Bachelors;>50K
Married-civ-spouse;50;58;Bachelors;>50K
Never-married;40;19;Some-college;<=50K
Divorced;42;46;Assoc-voc;<=50K
Married-civ-spouse;45;42;Assoc-acdm;>50K
Married-civ-spouse;40;62;Bachelors;>50K
Married-civ-spouse;40;36;Some-college;>50K
Separated;60;30;HS-grad;<=50K
Married-spouse-absent;40;46;Assoc-voc;<=50K
Never-married;40;34;Some-college;<=50K
Married-civ-spouse;40;21;HS-grad;<=50K
Married-civ-spouse;40;25;HS-grad;<=50K
Married-civ-spouse;40;45;HS-grad;<=50K
Divorced;40;59;Masters;<=50K
Married-civ-spouse;60;28;Assoc-acdm;<=50K
Married-civ-spouse;40;51;Some-college;<=50K
Married-civ-spouse;55;32;HS-grad;>50K
Never-married;40;19;Some-college;<=50K
Married-civ-spouse;40;43;HS-grad;<=50K
Widowed;20;78;HS-grad;<=50K
Married-civ-spouse;40;53;HS-grad;<=50K
Married-civ-spouse;40;28;Masters;>50K
Divorced;55;42;Bachelors;<=50K
Widowed;40;62;HS-grad;<=50K
Divorced;40;34;9th;<=50K
Married-civ-spouse;70;42;Bachelors;<=50K
Never-married;40;27;HS-grad;<=50K
Married-civ-spouse;21;81;7th-8th;<=50K
Divorced;40;40;HS-grad;<=50K
Married-civ-spouse;48;25;HS-grad;>50K
Divorced;16;72;Assoc-acdm;<=50K
Married-civ-spouse;35;39;Bachelors;>50K
Divorced;20;44;Masters;<=50K
Never-married;25;22;Some-college;>50K
Divorced;45;36;Bachelors;<=50K
Married-civ-spouse;55;37;Masters;>50K
Never-married;45;21;HS-grad;<=50K
Married-civ-spouse;50;53;Some-college;<=50K
Never-married;40;46;Some-college;<=50K
Married-civ-spouse;50;30;Assoc-voc;>50K
Divorced;40;46;Some-college;<=50K
Married-civ-spouse;40;41;Bachelors;<=50K
Divorced;50;47;Some-college;<=50K
Married-civ-spouse;30;64;HS-grad;<=50K
Separated;50;47;HS-grad;<=50K
Divorced;40;35;HS-grad;<=50K
Married-civ-spouse;40;34;HS-grad;<=50K
Never-married;20;22;Some-college;<=50K
Separated;40;47;HS-grad;<=50K
Never-married;20;18;Some-college;<=50K
Married-civ-spouse;32;42;Assoc-voc;<=50K
Married-civ-spouse;40;42;Masters;>50K
Married-civ-spouse;52;33;HS-grad;<=50K
Never-married;40;31;HS-grad;<=50K
Never-married;40;17;10th;<=50K
Married-civ-spouse;40;46;Some-college;>50K
Separated;40;29;HS-grad;<=50K
Married-civ-spouse;24;68;Masters;<=50K
Married-civ-spouse;40;56;Bachelors;>50K
Widowed;40;35;Bachelors;>50K
Never-married;35;20;12th;<=50K
Separated;35;52;Assoc-voc;<=50K
Married-civ-spouse;10;68;HS-grad;<=50K
Never-married;10;22;Some-college;<=50K
Never-married;40;45;5th-6th;<=50K
Married-civ-spouse;50;42;HS-grad;>50K
Married-civ-spouse;40;47;HS-grad;<=50K
Divorced;35;36;HS-grad;<=50K
Married-civ-spouse;40;33;Assoc-acdm;>50K
Married-civ-spouse;50;41;Prof-school;>50K
Never-married;30;21;Some-college;<=50K
Never-married;30;21;Assoc-voc;<=50K
Married-civ-spouse;20;41;HS-grad;<=50K
Divorced;65;33;HS-grad;>50K
Married-civ-spouse;40;55;Assoc-voc;>50K
Married-civ-spouse;34;30;Assoc-voc;>50K
Never-married;40;37;11th;<=50K
Never-married;25;18;11th;<=50K
Divorced;40;49;HS-grad;<=50K
Married-spouse-absent;50;30;Bachelors;<=50K
Married-civ-spouse;7;43;Bachelors;>50K
Divorced;40;54;HS-grad;<=50K
Married-civ-spouse;40;57;12th;<=50K
Divorced;40;50;HS-grad;<=50K
Married-civ-spouse;40;35;9th;<=50K
Divorced;60;44;Some-college;>50K
Married-civ-spouse;48;29;HS-grad;<=50K
Never-married;50;26;Some-college;<=50K
Married-civ-spouse;11;67;HS-grad;<=50K
Married-civ-spouse;58;55;9th;<=50K
Never-married;45;24;10th;<=50K
Never-married;45;38;Bachelors;>50K
Never-married;25;31;HS-grad;<=50K
Married-civ-spouse;40;39;Assoc-voc;<=50K
Never-married;35;27;Some-college;<=50K
Never-married;40;20;Some-college;<=50K
Never-married;60;20;Some-college;<=50K
Married-civ-spouse;48;47;Prof-school;>50K
Married-civ-spouse;15;48;HS-grad;<=50K
Divorced;45;56;10th;<=50K
Married-civ-spouse;16;60;Some-college;>50K
Married-civ-spouse;40;54;Bachelors;>50K
Never-married;20;19;Some-college;<=50K
Married-civ-spouse;40;30;Assoc-acdm;<=50K
Married-civ-spouse;40;30;Some-college;<=50K
Divorced;40;51;HS-grad;<=50K
Never-married;38;31;Assoc-acdm;<=50K
Separated;40;63;Masters;>50K
Never-married;20;24;Assoc-acdm;<=50K
Married-civ-spouse;60;36;Doctorate;>50K
Never-married;50;32;HS-grad;<=50K
Divorced;54;32;12th;<=50K
Never-married;40;48;11th;<=50K
Divorced;40;48;Some-college;<=50K
Never-married;40;22;HS-grad;<=50K
Married-civ-spouse;30;47;HS-grad;<=50K
Separated;45;43;Assoc-voc;<=50K
Married-civ-spouse;90;36;HS-grad;<=50K
Married-civ-spouse;40;64;10th;<=50K
Never-married;40;38;HS-grad;<=50K
Married-civ-spouse;60;30;HS-grad;<=50K
Divorced;40;35;Bachelors;<=50K
Never-married;40;24;HS-grad;<=50K
Married-civ-spouse;40;44;HS-grad;<=50K
Never-married;45;28;Assoc-voc;<=50K
Never-married;40;27;Bachelors;<=50K
Never-married;30;37;Bachelors;<=50K
Married-civ-spouse;60;46;Prof-school;>50K
Married-civ-spouse;16;67;10th;<=50K
Never-married;40;46;Some-college;<=50K
Divorced;40;48;9th;<=50K
Married-civ-spouse;50;31;10th;<=50K
Never-married;35;19;HS-grad;<=50K
Never-married;40;33;Bachelors;<=50K
Married-civ-spouse;56;47;HS-grad;>50K
Divorced;40;41;HS-grad;<=50K
Never-married;30;18;HS-grad;<=50K
Separated;40;26;Assoc-voc;<=50K
Never-married;40;34;HS-grad;<=50K
Married-civ-spouse;50;47;Masters;>50K
Married-civ-spouse;40;36;Assoc-voc;>50K
Married-civ-spouse;50;43;Masters;<=50K
Never-married;40;24;HS-grad;<=50K
Never-married;25;20;Some-college;<=50K
Divorced;55;33;HS-grad;<=50K
Never-married;30;19;Some-college;<=50K
Divorced;40;34;Bachelors;>50K
Never-married;50;27;Bachelors;<=50K
Widowed;40;51;12th;>50K
Married-civ-spouse;40;53;Some-college;<=50K
Married-civ-spouse;40;24;Some-college;>50K
Never-married;40;25;Some-college;<=50K
Divorced;40;34;HS-grad;<=50K
Married-civ-spouse;40;38;Some-college;<=50K
Never-married;23;28;Assoc-voc;<=50K
Married-civ-spouse;52;61;HS-grad;>50K
Divorced;50;54;11th;>50K
Married-civ-spouse;50;63;Masters;>50K
Separated;45;34;10th;<=50K
Married-civ-spouse;32;47;HS-grad;<=50K
Never-married;40;28;11th;<=50K
Married-civ-spouse;40;49;Some-college;>50K
Never-married;25;18;12th;<=50K
Never-married;40;38;HS-grad;<=50K
Never-married;36;27;Some-college;<=50K
Married-spouse-absent;40;24;5th-6th;<=50K
Married-civ-spouse;45;60;HS-grad;<=50K
Married-civ-spouse;60;59;HS-grad;<=50K
Married-civ-spouse;40;47;Assoc-voc;>50K
Married-civ-spouse;40;25;Some-college;<=50K
Married-civ-spouse;40;40;Some-college;<=50K
Never-married;40;25;Masters;>50K
Divorced;60;38;Some-college;<=50K
Never-married;50;40;Assoc-voc;>50K
Never-married;36;34;Bachelors;<=50K
Divorced;55;40;Masters;<=50K
Widowed;40;51;Some-college;<=50K
Married-civ-spouse;40;39;12th;<=50K
Divorced;30;74;Some-college;>50K
Married-civ-spouse;40;36;Some-college;>50K
Widowed;12;64;Some-college;<=50K
Married-civ-spouse;32;50;10th;<=50K
Married-civ-spouse;40;34;HS-grad;<=50K
Divorced;35;51;10th;<=50K
Married-civ-spouse;60;36;Some-college;<=50K
Married-civ-spouse;40;55;Prof-school;>50K
Never-married;45;30;Some-college;<=50K
Never-married;25;17;10th;<=50K
Never-married;50;24;HS-grad;<=50K
Married-civ-spouse;40;44;HS-grad;<=50K
Never-married;40;40;HS-grad;<=50K
Married-civ-spouse;40;29;Assoc-voc;<=50K
Never-married;35;57;Assoc-acdm;<=50K
Married-civ-spouse;50;45;Prof-school;>50K
Married-civ-spouse;55;48;Doctorate;>50K
Married-civ-spouse;40;34;Assoc-voc;>50K
Never-married;48;27;Some-college;<=50K
Divorced;42;43;Bachelors;<=50K
Divorced;30;30;9th;<=50K
Married-civ-spouse;40;34;HS-grad;>50K
Married-civ-spouse;45;58;Some-college;>50K
Married-civ-spouse;40;33;Some-college;>50K
Married-civ-spouse;40;47;Masters;>50K
Divorced;40;48;Masters;>50K
Never-married;60;36;Assoc-voc;>50K
Never-married;40;25;HS-grad;<=50K
Married-civ-spouse;40;43;HS-grad;<=50K
Married-civ-spouse;40;58;HS-grad;>50K
Married-civ-spouse;40;55;HS-grad;<=50K
Married-civ-spouse;40;26;Bachelors;<=50K
Married-civ-spouse;60;34;Bachelors;<=50K
Divorced;25;61;HS-grad;<=50K
Never-married;20;22;Some-college;<=50K
Married-civ-spouse;40;34;HS-grad;<=50K
Married-civ-spouse;90;33;Doctorate;>50K
Divorced;15;75;HS-grad;<=50K
Divorced;40;54;Some-college;<=50K
Never-married;40;28;Some-college;<=50K
Married-civ-spouse;45;46;Masters;>50K
Divorced;45;49;Bachelors;<=50K
Married-civ-spouse;60;32;Some-college;>50K
Married-civ-spouse;40;33;Some-college;>50K
Divorced;40;30;HS-grad;<=50K
Never-married;40;24;Assoc-voc;<=50K
Divorced;30;48;HS-grad;<=50K
Never-married;32;20;Assoc-acdm;<=50K
Married-civ-spouse;52;38;Some-college;>50K
Never-married;40;33;Some-college;<=50K
Never-married;25;61;Masters;<=50K
Never-married;40;27;Assoc-voc;<=50K
Separated;40;36;HS-grad;<=50K
Divorced;20;57;7th-8th;<=50K
Married-civ-spouse;40;54;Some-college;<=50K
Never-married;30;31;Bachelors;<=50K
Married-civ-spouse;40;41;Assoc-voc;>50K
Married-civ-spouse;60;27;Assoc-voc;<=50K
Married-civ-spouse;44;37;11th;>50K
Married-civ-spouse;30;27;Some-college;<=50K
Divorced;20;67;9th;<=50K
Married-civ-spouse;50;28;Bachelors;<=50K
Widowed;40;57;Assoc-voc;<=50K
Married-civ-spouse;46;28;HS-grad;<=50K
Separated;35;47;HS-grad;<=50K
Married-civ-spouse;40;47;HS-grad;<=50K
Married-spouse-absent;50;31;Some-college;<=50K
Married-spouse-absent;40;36;HS-grad;<=50K
Married-civ-spouse;72;39;HS-grad;>50K
Never-married;40;47;Assoc-voc;<=50K
Never-married;40;26;Bachelors;<=50K
Divorced;50;44;Masters;<=50K
Married-civ-spouse;50;29;Masters;<=50K
Never-married;30;26;HS-grad;<=50K
Married-civ-spouse;40;34;Bachelors;>50K
Married-civ-spouse;40;35;Some-college;>50K
Never-married;40;27;HS-grad;<=50K
Divorced;40;57;Assoc-acdm;<=50K
Never-married;20;21;Some-college;<=50K
Married-civ-spouse;45;40;Prof-school;>50K
Never-married;20;20;Some-college;<=50K
Married-civ-spouse;55;51;Bachelors;>50K
Separated;40;28;HS-grad;<=50K
Divorced;44;42;HS-grad;<=50K
Married-civ-spouse;50;47;Some-college;<=50K
Married-civ-spouse;40;39;Assoc-voc;<=50K
Never-married;40;22;Some-college;<=50K
Married-civ-spouse;40;50;Assoc-acdm;>50K
Never-married;30;20;Some-college;<=50K
Married-civ-spouse;40;64;11th;<=50K
Never-married;50;24;Bachelors;<=50K
Married-civ-spouse;40;60;10th;<=50K
Never-married;40;26;HS-grad;<=50K
Never-married;25;22;Some-college;<=50K
Never-married;60;29;Some-college;<=50K
Married-civ-spouse;40;33;Some-college;<=50K
Married-civ-spouse;40;29;Some-college;>50K
Married-civ-spouse;40;34;HS-grad;>50K
Widowed;30;69;HS-grad;<=50K
Widowed;35;70;7th-8th;<=50K
Never-married;40;57;Prof-school;<=50K
Never-married;40;30;Some-college;<=50K
Widowed;14;69;Some-college;<=50K
Married-civ-spouse;25;26;11th;<=50K
Married-civ-spouse;40;31;Some-college;<=50K
Never-married;45;25;9th;<=50K
Divorced;40;48;HS-grad;<=50K
Married-civ-spouse;20;45;Assoc-voc;<=50K
Never-married;32;37;Assoc-voc;<=50K
Married-civ-spouse;50;37;HS-grad;<=50K
Married-civ-spouse;35;69;HS-grad;<=50K
Married-civ-spouse;40;41;HS-grad;>50K
Never-married;40;31;Some-college;<=50K
Widowed;40;52;Some-college;<=50K
Married-civ-spouse;25;41;Bachelors;>50K
Never-married;40;55;10th;<=50K
Married-spouse-absent;20;65;Assoc-voc;<=50K
Married-civ-spouse;55;32;Some-college;<=50K
Widowed;40;46;10th;<=50K
