marital_status;hours_per_week;age;education;income
Married-civ-spouse;40;61.0;HS-grad;<=50K
Married-civ-spouse;40;33.0;Bachelors;<=50K
Married-civ-spouse;50;51.0;Bachelors;>50K
Never-married;45;30.0;9th;<=50K
Never-married;40;21.0;HS-grad;<=50K
Married-civ-spouse;48;58.0;HS-grad;<=50K
Never-married;40;22.0;Bachelors;<=50K
Never-married;40;24.0;Bachelors;<=50K
Never-married;50;43.0;Assoc-acdm;>50K
Married-civ-spouse;40;41.0;Doctorate;>50K
Never-married;30;24.0;Bachelors;<=50K
Married-civ-spouse;40;44.0;HS-grad;>50K
Never-married;20;17.0;10th;<=50K
Married-civ-spouse;40;70.0;HS-grad;<=50K
Married-civ-spouse;50;42.0;Prof-school;>50K
Married-civ-spouse;45;27.0;Assoc-acdm;>50K
Never-married;20;35.0;Bachelors;<=50K
Never-married;40;43.0;HS-grad;<=50K
Married-civ-spouse;60;36.0;Bachelors;>50K
Never-married;16;19.0;Some-college;<=50K
Married-civ-spouse;45;44.0;Some-college;>50K
Married-civ-spouse;40;53.0;Some-college;>50K
Married-civ-spouse;99;45.0;Some-college;<=50K
Never-married;15;37.0;Some-college;<=50K
Divorced;40;43.0;Some-college;<=50K
Married-civ-spouse;40;27.0;HS-grad;<=50K
Never-married;25;19.0;Some-college;<=50K
Widowed;50;64.0;Some-college;<=50K
Never-married;40;37.0;Some-college;<=50K
Married-civ-spouse;40;35.0;Some-college;<=50K
Never-married;40;24.0;HS-grad;<=50K
Divorced;45;54.0;7th-8th;<=50K
Never-married;45;67.0;HS-grad;<=50K
Married-civ-spouse;10;77.0;9th;<=50K
Never-married;20;40.0;Preschool;<=50K
Never-married;40;29.0;Some-college;<=50K
Married-civ-spouse;40;28.0;Some-college;<=50K
Divorced;40;29.0;HS-grad;<=50K
Divorced;48;44.0;7th-8th;<=50K
Married-civ-spouse;12;74.0;Bachelors;>50K
Never-married;40;21.0;Some-college;<=50K
Divorced;60;42.0;Masters;<=50K
Married-civ-spouse;40;51.0;Masters;<=50K
Widowed;38;71.0;Assoc-voc;>50K
Divorced;56;47.0;Some-college;>50K
Married-civ-spouse;40;48.0;Bachelors;>50K
Married-civ-spouse;50;42.0;Masters;>50K
Never-married;25;18.0;HS-grad;<=50K
Married-civ-spouse;40;38.0;Assoc-acdm;>50K
Never-married;48;24.0;HS-grad;<=50K
Never-married;35;20.0;Assoc-voc;<=50K
Divorced;32;35.0;Some-college;<=50K
Married-civ-spouse;45;41.0;Masters;<=50K
Married-civ-spouse;40;51.0;HS-grad;<=50K
Married-civ-spouse;30;53.0;HS-grad;>50K
Married-civ-spouse;50;60.0;HS-grad;<=50K
Married-civ-spouse;40;22.0;HS-grad;<=50K
Divorced;40;47.0;HS-grad;<=50K
Married-civ-spouse;60;46.0;HS-grad;<=50K
Never-married;35;19.0;Some-college;<=50K
Married-civ-spouse;50;32.0;Assoc-voc;<=50K
Divorced;20;29.0;11th;<=50K
Married-civ-spouse;40;43.0;Masters;>50K
Married-civ-spouse;36;37.0;5th-6th;<=50K
Married-civ-spouse;55;38.0;Bachelors;>50K
Married-civ-spouse;40;39.0;HS-grad;>50K
Married-civ-spouse;50;34.0;Some-college;>50K
Never-married;40;21.0;HS-grad;<=50K
Married-civ-spouse;40;23.0;HS-grad;<=50K
Widowed;35;58.0;HS-grad;>50K
Widowed;40;26.0;HS-grad;<=50K
Married-civ-spouse;40;30.0;HS-grad;<=50K
Married-civ-spouse;50;36.0;Bachelors;>50K
Married-civ-spouse;40;62.0;HS-grad;<=50K
Never-married;38;49.0;10th;<=50K
Married-civ-spouse;50;38.0;Assoc-voc;>50K
Married-civ-spouse;40;36.0;Some-college;>50K
Married-civ-spouse;40;45.0;Some-college;<=50K
Never-married;40;19.0;HS-grad;<=50K
Married-spouse-absent;40;50.0;HS-grad;<=50K
Married-civ-spouse;75;44.0;Prof-school;>50K
Divorced;38;37.0;Assoc-acdm;<=50K
Divorced;40;39.0;Assoc-voc;<=50K
Never-married;40;25.0;Bachelors;<=50K
Married-civ-spouse;60;62.0;Bachelors;>50K
Divorced;40;38.0;Some-college;<=50K
Divorced;56;59.0;Some-college;<=50K
Never-married;20;31.0;7th-8th;<=50K
Married-civ-spouse;50;45.0;Bachelors;>50K
Married-civ-spouse;2;81.0;Prof-school;>50K
Never-married;80;35.0;Assoc-acdm;>50K
Never-married;60;38.0;Masters;<=50K
Married-civ-spouse;40;47.0;Some-college;<=50K
Married-civ-spouse;40;57.0;Masters;<=50K
Divorced;60;59.0;Masters;<=50K
Married-civ-spouse;15;66.0;HS-grad;<=50K
Married-civ-spouse;74;72.0;Some-college;<=50K
Separated;40;45.0;HS-grad;<=50K
Widowed;35;59.0;HS-grad;<=50K
Widowed;40;47.0;10th;<=50K
Married-civ-spouse;40;51.0;Bachelors;>50K
Never-married;25;23.0;HS-grad;<=50K
Married-civ-spouse;40;48.0;HS-grad;<=50K
Married-civ-spouse;40;36.0;Bachelors;>50K
Married-civ-spouse;40;35.0;HS-grad;<=50K
Married-civ-spouse;40;42.0;Bachelors;<=50K
Never-married;40;23.0;7th-8th;<=50K
Married-civ-spouse;40;66.0;9th;<=50K
Married-civ-spouse;45;48.0;HS-grad;>50K
Never-married;40;39.0;Bachelors;<=50K
Divorced;40;28.0;HS-grad;<=50K
Married-spouse-absent;40;43.0;Bachelors;<=50K
Never-married;30;21.0;9th;<=50K
Never-married;40;43.0;HS-grad;<=50K
Never-married;45;26.0;HS-grad;<=50K
Never-married;40;20.0;7th-8th;<=50K
Divorced;40;47.0;HS-grad;<=50K
Married-civ-spouse;42;26.0;Some-college;<=50K
Never-married;50;22.0;Bachelors;<=50K
Married-civ-spouse;60;32.0;Masters;>50K
Divorced;40;46.0;Assoc-voc;<=50K
Married-civ-spouse;40;51.0;9th;<=50K
Married-civ-spouse;30;52.0;10th;>50K
Married-civ-spouse;36;21.0;10th;<=50K
Never-married;40;22.0;Bachelors;<=50K
Married-spouse-absent;35;37.0;HS-grad;<=50K
Widowed;15;55.0;Bachelors;<=50K
Divorced;60;44.0;Bachelors;<=50K
Married-spouse-absent;40;47.0;5th-6th;<=50K
Married-civ-spouse;45;66.0;HS-grad;>50K
Never-married;40;22.0;HS-grad;<=50K
Never-married;12;22.0;Some-college;<=50K
Married-civ-spouse;40;37.0;Bachelors;>50K
Never-married;60;21.0;Some-college;<=50K
Married-civ-spouse;55;48.0;Masters;>50K
Never-married;40;23.0;Some-college;<=50K
Married-civ-spouse;40;46.0;Bachelors;>50K
Married-civ-spouse;40;40.0;Some-college;>50K
Widowed;20;82.0;Some-college;<=50K
Married-civ-spouse;70;29.0;HS-grad;<=50K
Married-civ-spouse;40;54.0;Bachelors;>50K
Never-married;38;19.0;HS-grad;<=50K
Married-civ-spouse;40;28.0;11th;>50K
Divorced;50;30.0;Some-college;>50K
Never-married;40;33.0;Preschool;<=50K
Never-married;10;21.0;HS-grad;<=50K
Married-civ-spouse;56;36.0;Some-college;<=50K
Divorced;32;58.0;11th;<=50K
Married-civ-spouse;38;58.0;HS-grad;>50K
Divorced;50;34.0;Bachelors;<=50K
Never-married;60;36.0;HS-grad;>50K
Married-civ-spouse;40;23.0;Some-college;>50K
Married-civ-spouse;35;21.0;HS-grad;<=50K
Never-married;45;27.0;Some-college;<=50K
Never-married;40;32.0;HS-grad;<=50K
Married-civ-spouse;40;44.0;Bachelors;>50K
Married-civ-spouse;42;58.0;Assoc-acdm;>50K
Never-married;40;35.0;Bachelors;<=50K
Never-married;40;29.0;Some-college;<=50K
Married-civ-spouse;35;36.0;Bachelors;>50K
Married-civ-spouse;25;22.0;Some-college;<=50K
Married-civ-spouse;40;54.0;Bachelors;>50K
Married-civ-spouse;40;27.0;HS-grad;<=50K
Never-married;40;58.0;Some-college;<=50K
Married-civ-spouse;56;52.0;Assoc-voc;<=50K
Married-civ-spouse;40;58.0;Some-college;<=50K
Married-civ-spouse;24;68.0;HS-grad;<=50K
Widowed;40;66.0;Preschool;<=50K
Married-civ-spouse;40;25.0;HS-grad;<=50K
Married-civ-spouse;40;32.0;Some-college;<=50K
Married-civ-spouse;55;41.0;Masters;>50K
Never-married;30;21.0;Some-college;<=50K
Never-married;40;54.0;Some-college;<=50K
Married-civ-spouse;40;19.0;9th;<=50K
Married-civ-spouse;48;43.0;Assoc-voc;>50K
Never-married;40;21.0;HS-grad;<=50K
Divorced;40;49.0;HS-grad;<=50K
Never-married;40;20.0;Some-college;<=50K
Married-civ-spouse;40;29.0;Some-college;<=50K
Never-married;40;20.0;Some-college;<=50K
Married-civ-spouse;60;47.0;Masters;>50K
Widowed;4;70.0;HS-grad;<=50K
Never-married;30;23.0;HS-grad;<=50K
Married-civ-spouse;60;37.0;HS-grad;>50K
Married-civ-spouse;55;33.0;Bachelors;>50K
Never-married;40;18.0;HS-grad;<=50K
Married-civ-spouse;40;30.0;HS-grad;<=50K
Married-civ-spouse;40;51.0;Some-college;<=50K
Married-civ-spouse;65;49.0;HS-grad;>50K
Never-married;37;37.0;11th;<=50K
Married-civ-spouse;40;61.0;HS-grad;>50K
Married-civ-spouse;30;25.0;HS-grad;<=50K
Never-married;50;33.0;Prof-school;>50K
Married-civ-spouse;36;45.0;11th;<=50K
Divorced;40;58.0;Assoc-acdm;<=50K
Married-civ-spouse;50;53.0;HS-grad;>50K
Married-civ-spouse;45;45.0;Bachelors;>50K
Never-married;20;20.0;Some-college;<=50K
Married-civ-spouse;40;48.0;11th;>50K
Never-married;45;22.0;Some-college;<=50K
Never-married;42;40.0;Assoc-voc;<=50K
Never-married;40;25.0;HS-grad;<=50K
Never-married;32;20.0;11th;<=50K
Never-married;40;33.0;HS-grad;<=50K
Never-married;40;22.0;HS-grad;<=50K
Married-civ-spouse;25;29.0;10th;<=50K
Married-civ-spouse;16;78.0;HS-grad;<=50K
Divorced;25;38.0;Some-college;<=50K
Married-civ-spouse;44;49.0;Some-college;>50K
Divorced;40;39.0;Some-college;<=50K
Never-married;40;35.0;Masters;>50K
Divorced;40;55.0;HS-grad;<=50K
Married-civ-spouse;60;40.0;Some-college;<=50K
Never-married;40;41.0;11th;<=50K
Never-married;55;28.0;Masters;<=50K
Married-civ-spouse;40;50.0;Masters;>50K
Married-civ-spouse;50;36.0;HS-grad;>50K
Married-civ-spouse;50;42.0;10th;<=50K
Separated;53;32.0;HS-grad;<=50K
Divorced;32;44.0;Bachelors;<=50K
Never-married;25;23.0;Some-college;<=50K
Married-civ-spouse;40;26.0;Some-college;<=50K
Married-civ-spouse;45;29.0;HS-grad;<=50K
Never-married;45;23.0;Bachelors;<=50K
Married-civ-spouse;12;64.0;Some-college;<=50K
Never-married;30;22.0;10th;<=50K
Never-married;40;17.0;7th-8th;<=50K
Never-married;20;36.0;Bachelors;<=50K
Married-civ-spouse;40;53.0;HS-grad;<=50K
Married-civ-spouse;40;38.0;Masters;<=50K
Married-civ-spouse;40;41.0;Some-college;>50K
Married-civ-spouse;32;40.0;HS-grad;<=50K
Never-married;36;23.0;Assoc-voc;<=50K
Married-civ-spouse;60;56.0;Some-college;>50K
Married-civ-spouse;40;44.0;HS-grad;<=50K
Married-civ-spouse;40;47.0;Masters;<=50K
Married-civ-spouse;3;23.0;HS-grad;<=50K
Married-civ-spouse;10;64.0;7th-8th;<=50K
Married-civ-spouse;24;38.0;Bachelors;>50K
Married-civ-spouse;40;31.0;Some-college;<=50K
Never-married;30;21.0;Some-college;<=50K
Never-married;50;63.0;5th-6th;<=50K
Never-married;40;34.0;HS-grad;<=50K
Married-civ-spouse;84;60.0;Bachelors;>50K
Divorced;50;42.0;Bachelors;<=50K
Never-married;60;19.0;HS-grad;<=50K
Married-civ-spouse;13;37.0;Assoc-acdm;>50K
Married-civ-spouse;16;46.0;Bachelors;>50K
Never-married;40;17.0;11th;<=50K
Married-civ-spouse;20;60.0;Assoc-acdm;<=50K
Never-married;41;24.0;Bachelors;<=50K
Never-married;37;46.0;HS-grad;<=50K
Married-civ-spouse;40;34.0;Assoc-voc;>50K
Never-married;15;19.0;Some-college;<=50K
Never-married;40;32.0;Bachelors;<=50K
Never-married;3;21.0;Some-college;<=50K
Never-married;40;32.0;HS-grad;<=50K
Married-civ-spouse;60;51.0;HS-grad;>50K
Divorced;50;44.0;Some-college;<=50K
Never-married;35;30.0;HS-grad;<=50K
Married-civ-spouse;45;46.0;5th-6th;<=50K
Separated;25;72.0;Assoc-voc;<=50K
Never-married;40;21.0;Some-college;<=50K
Never-married;20;22.0;Some-college;<=50K
Never-married;44;29.0;Some-college;<=50K
Separated;28;36.0;HS-grad;<=50K
Never-married;35;22.0;Some-college;<=50K
Divorced;50;32.0;HS-grad;>50K
Never-married;50;50.0;Bachelors;>50K
Divorced;50;35.0;HS-grad;>50K
Divorced;30;49.0;Assoc-voc;<=50K
Never-married;35;25.0;HS-grad;<=50K
Never-married;16;23.0;HS-grad;<=50K
Married-civ-spouse;45;29.0;Bachelors;<=50K
Married-civ-spouse;40;31.0;HS-grad;<=50K
Never-married;40;19.0;Some-college;<=50K
Married-civ-spouse;40;47.0;Some-college;>50K
Never-married;30;22.0;Some-college;<=50K
Never-married;40;41.0;HS-grad;<=50K
Never-married;45;24.0;Some-college;<=50K
Married-civ-spouse;40;32.0;Bachelors;>50K
Never-married;15;23.0;Some-college;<=50K
Never-married;40;26.0;HS-grad;<=50K
Widowed;20;62.0;Some-college;<=50K
Married-civ-spouse;40;39.0;Some-college;<=50K
Married-civ-spouse;40;53.0;Assoc-voc;<=50K
Married-civ-spouse;50;62.0;Bachelors;>50K
Divorced;99;39.0;Some-college;<=50K
Married-civ-spouse;40;48.0;Assoc-voc;>50K
Married-civ-spouse;40;52.0;HS-grad;>50K
Married-civ-spouse;40;43.0;Bachelors;>50K
Married-civ-spouse;40;69.0;Bachelors;<=50K
Never-married;40;30.0;HS-grad;<=50K
Married-civ-spouse;50;36.0;HS-grad;<=50K
Divorced;50;35.0;Some-college;<=50K
Divorced;40;56.0;Some-college;<=50K
Married-civ-spouse;40;32.0;HS-grad;>50K
Married-civ-spouse;40;51.0;HS-grad;<=50K
Never-married;30;19.0;Some-college;<=50K
Married-civ-spouse;40;31.0;Some-college;<=50K
Married-civ-spouse;40;30.0;Some-college;>50K
Divorced;40;42.0;Some-college;<=50K
Never-married;40;31.0;HS-grad;<=50K
Never-married;40;26.0;Masters;<=50K
Married-civ-spouse;40;48.0;Some-college;<=50K
Never-married;40;32.0;HS-grad;<=50K
Never-married;40;22.0;Bachelors;<=50K
Never-married;40;20.0;HS-grad;<=50K
Divorced;40;35.0;HS-grad;<=50K
Never-married;25;17.0;12th;<=50K
Married-civ-spouse;40;41.0;Assoc-voc;<=50K
Never-married;45;19.0;HS-grad;<=50K
Married-civ-spouse;2;64.0;Masters;<=50K
Divorced;35;33.0;7th-8th;<=50K
Married-civ-spouse;30;66.0;Bachelors;<=50K
Married-civ-spouse;40;36.0;Masters;>50K
Never-married;20;22.0;Some-college;<=50K
Never-married;40;27.0;Bachelors;<=50K
Widowed;37;76.0;Some-college;<=50K
Married-civ-spouse;40;54.0;HS-grad;<=50K
Married-civ-spouse;3;65.0;HS-grad;<=50K
Married-civ-spouse;40;57.0;10th;<=50K
Married-civ-spouse;40;63.0;7th-8th;<=50K
Never-married;40;35.0;Masters;>50K
Divorced;50;33.0;HS-grad;<=50K
Never-married;40;52.0;HS-grad;<=50K
Married-civ-spouse;55;37.0;HS-grad;>50K
Never-married;40;18.0;HS-grad;<=50K
Married-civ-spouse;50;30.0;HS-grad;<=50K
Married-civ-spouse;40;47.0;HS-grad;<=50K
Divorced;30;34.0;HS-grad;<=50K
Married-civ-spouse;40;44.0;HS-grad;<=50K
Married-civ-spouse;40;33.0;HS-grad;<=50K
Divorced;40;33.0;HS-grad;<=50K
Married-civ-spouse;55;50.0;5th-6th;<=50K
Never-married;40;41.0;HS-grad;<=50K
Married-civ-spouse;48;41.0;Bachelors;>50K
Never-married;40;34.0;HS-grad;<=50K
Never-married;72;48.0;Some-college;<=50K
Divorced;40;44.0;HS-grad;<=50K
Married-civ-spouse;25;29.0;Bachelors;<=50K
Separated;40;37.0;HS-grad;<=50K
Never-married;40;26.0;HS-grad;<=50K
Never-married;40;27.0;Some-college;<=50K
Never-married;18;17.0;12th;<=50K
Married-civ-spouse;45;47.0;Some-college;<=50K
Never-married;40;18.0;Some-college;<=50K
Never-married;24;22.0;Some-college;<=50K
Married-civ-spouse;50;36.0;Some-college;>50K
Married-civ-spouse;50;34.0;Masters;>50K
Never-married;50;37.0;Assoc-acdm;<=50K
Married-civ-spouse;40;48.0;Masters;<=50K
Married-civ-spouse;45;30.0;Masters;<=50K
Never-married;37;25.0;Masters;<=50K
Widowed;40;64.0;Some-college;<=50K
Never-married;38;23.0;HS-grad;<=50K
Widowed;40;85.0;Bachelors;>50K
Never-married;40;26.0;HS-grad;<=50K
Never-married;25;17.0;10th;<=50K
Never-married;35;21.0;Some-college;<=50K
Never-married;40;44.0;Bachelors;>50K
Never-married;10;20.0;Some-college;<=50K
Married-civ-spouse;47;47.0;Some-college;>50K
Divorced;68;32.0;HS-grad;<=50K
Divorced;36;37.0;Bachelors;<=50K
Divorced;40;58.0;Some-college;<=50K
Divorced;40;27.0;10th;<=50K
Divorced;40;39.0;HS-grad;<=50K
Divorced;40;42.0;Masters;<=50K
Married-civ-spouse;40;57.0;HS-grad;<=50K
Married-civ-spouse;35;47.0;Prof-school;>50K
Never-married;37;32.0;HS-grad;<=50K
Married-civ-spouse;40;39.0;HS-grad;<=50K
Married-civ-spouse;40;60.0;HS-grad;<=50K
Divorced;37;53.0;HS-grad;<=50K
Never-married;48;38.0;Masters;<=50K
Never-married;40;30.0;HS-grad;<=50K
Never-married;25;19.0;HS-grad;<=50K
Married-civ-spouse;40;33.0;Bachelors;>50K
Never-married;40;29.0;HS-grad;<=50K
Divorced;40;41.0;HS-grad;<=50K
Married-civ-spouse;40;40.0;10th;<=50K
Married-civ-spouse;40;67.0;Bachelors;>50K
Widowed;40;59.0;HS-grad;<=50K
Divorced;40;47.0;Some-college;<=50K
Never-married;40;25.0;HS-grad;<=50K
Married-civ-spouse;50;45.0;Bachelors;>50K
Married-civ-spouse;50;66.0;HS-grad;<=50K
Divorced;35;47.0;Bachelors;<=50K
Never-married;40;28.0;Some-college;<=50K
Married-spouse-absent;40;55.0;11th;<=50K
Divorced;32;36.0;HS-grad;<=50K
Married-civ-spouse;14;45.0;HS-grad;<=50K
Never-married;30;19.0;HS-grad;<=50K
Never-married;40;31.0;Some-college;<=50K
Never-married;40;27.0;Assoc-voc;<=50K
Never-married;40;44.0;Masters;<=50K
Married-civ-spouse;30;38.0;Some-college;<=50K
Married-civ-spouse;42;45.0;11th;<=50K
Never-married;40;33.0;5th-6th;<=50K
Never-married;40;36.0;Some-college;<=50K
Never-married;40;23.0;Assoc-voc;<=50K
Married-civ-spouse;56;74.0;5th-6th;<=50K
Divorced;14;47.0;HS-grad;<=50K
Never-married;12;21.0;Some-college;<=50K
Divorced;30;45.0;Assoc-voc;<=50K
Divorced;65;39.0;Some-college;<=50K
Never-married;40;20.0;HS-grad;<=50K
Married-civ-spouse;40;36.0;Bachelors;>50K
Never-married;35;20.0;Some-college;<=50K
Married-spouse-absent;40;40.0;Bachelors;>50K
Divorced;40;43.0;Some-college;<=50K
Divorced;45;44.0;Assoc-acdm;<=50K
Widowed;40;56.0;12th;<=50K
Married-civ-spouse;40;59.0;10th;<=50K
Divorced;40;46.0;Assoc-voc;<=50K
Married-civ-spouse;60;51.0;Some-college;>50K
Married-civ-spouse;25;40.0;Some-college;<=50K
Married-civ-spouse;40;39.0;HS-grad;>50K
Never-married;55;24.0;Bachelors;<=50K
Married-civ-spouse;40;34.0;Some-college;>50K
Divorced;40;44.0;HS-grad;<=50K
Married-civ-spouse;50;52.0;Bachelors;>50K
Married-civ-spouse;35;38.0;Some-college;>50K
Never-married;20;24.0;Bachelors;<=50K
Married-civ-spouse;50;42.0;Some-college;>50K
Married-spouse-absent;40;35.0;Some-college;<=50K
Married-civ-spouse;54;37.0;Assoc-voc;>50K
Married-civ-spouse;8;68.0;HS-grad;<=50K
Married-civ-spouse;40;34.0;Bachelors;>50K
Married-civ-spouse;40;24.0;HS-grad;<=50K
Married-civ-spouse;60;45.0;Some-college;>50K
Married-civ-spouse;45;46.0;HS-grad;>50K
Married-civ-spouse;40;46.0;11th;<=50K
Married-civ-spouse;40;27.0;HS-grad;<=50K
Divorced;60;39.0;HS-grad;<=50K
Married-civ-spouse;40;65.0;Doctorate;>50K
Never-married;12;17.0;11th;<=50K
Never-married;40;41.0;Bachelors;<=50K
Divorced;9;47.0;HS-grad;<=50K
Married-civ-spouse;40;32.0;Some-college;<=50K
Married-civ-spouse;50;31.0;Some-college;>50K
Divorced;40;31.0;10th;<=50K
Never-married;40;30.0;Masters;<=50K
Divorced;40;47.0;Bachelors;<=50K
Married-civ-spouse;50;42.0;Bachelors;>50K
Divorced;40;39.0;HS-grad;<=50K
Married-civ-spouse;50;33.0;Doctorate;>50K
Married-civ-spouse;40;23.0;HS-grad;<=50K
Never-married;45;29.0;HS-grad;<=50K
Married-spouse-absent;40;31.0;Some-college;<=50K
Married-civ-spouse;40;59.0;10th;<=50K
Divorced;40;42.0;Some-college;<=50K
Divorced;40;57.0;HS-grad;>50K
Married-civ-spouse;40;48.0;Masters;>50K
Married-civ-spouse;50;28.0;HS-grad;<=50K
Never-married;24;38.0;HS-grad;<=50K
Widowed;6;67.0;7th-8th;<=50K
Divorced;40;46.0;HS-grad;<=50K
Never-married;40;24.0;Bachelors;<=50K
Married-civ-spouse;12;23.0;Some-college;<=50K
Never-married;20;23.0;Some-college;<=50K
Never-married;40;22.0;Bachelors;<=50K
Married-spouse-absent;40;30.0;HS-grad;<=50K
Married-civ-spouse;40;40.0;HS-grad;<=50K
Married-civ-spouse;80;35.0;Bachelors;<=50K
Widowed;40;56.0;Assoc-voc;<=50K
Married-civ-spouse;70;31.0;Prof-school;>50K
Married-civ-spouse;40;40.0;Bachelors;>50K
Married-civ-spouse;60;40.0;Some-college;<=50K
Never-married;11;21.0;Some-college;<=50K
Married-civ-spouse;40;30.0;HS-grad;<=50K
Married-civ-spouse;84;44.0;5th-6th;>50K
Married-civ-spouse;50;51.0;Bachelors;>50K
Divorced;40;66.0;11th;>50K
Divorced;55;38.0;Bachelors;<=50K
Never-married;40;22.0;Some-college;<=50K
Divorced;16;35.0;Bachelors;<=50K
Never-married;8;18.0;11th;<=50K
Never-married;35;25.0;HS-grad;<=50K
Married-civ-spouse;60;63.0;Some-college;>50K
Never-married;30;24.0;HS-grad;<=50K
Married-civ-spouse;40;61.0;Some-college;<=50K
Married-civ-spouse;65;37.0;Assoc-acdm;>50K
Married-civ-spouse;40;34.0;HS-grad;<=50K
Married-civ-spouse;40;59.0;HS-grad;>50K
Married-civ-spouse;55;51.0;Bachelors;<=50K
Divorced;38;32.0;Some-college;<=50K
Married-civ-spouse;50;51.0;Some-college;>50K
Married-civ-spouse;40;50.0;HS-grad;>50K
Never-married;24;19.0;Some-college;<=50K
Never-married;40;26.0;Bachelors;<=50K
Married-civ-spouse;32;35.0;HS-grad;<=50K
Married-civ-spouse;40;56.0;5th-6th;>50K
Married-civ-spouse;40;41.0;Assoc-acdm;>50K
Married-civ-spouse;50;39.0;Masters;>50K
Married-civ-spouse;50;27.0;Some-college;<=50K
Married-civ-spouse;40;47.0;Some-college;>50K
Married-civ-spouse;6;73.0;5th-6th;<=50K
Divorced;45;31.0;Bachelors;<=50K
Married-civ-spouse;40;40.0;HS-grad;<=50K
Never-married;40;20.0;Some-college;<=50K
Married-civ-spouse;40;33.0;Some-college;<=50K
Never-married;40;32.0;HS-grad;<=50K
Married-civ-spouse;35;28.0;9th;<=50K
Divorced;38;49.0;HS-grad;<=50K
Married-civ-spouse;60;55.0;HS-grad;<=50K
Divorced;40;28.0;Assoc-acdm;<=50K
Never-married;40;25.0;HS-grad;<=50K
Never-married;35;38.0;HS-grad;<=50K
Never-married;40;26.0;HS-grad;<=50K
Married-civ-spouse;45;42.0;Bachelors;>50K
Married-civ-spouse;60;42.0;Prof-school;>50K
Divorced;40;34.0;Some-college;<=50K
Married-spouse-absent;40;50.0;1st-4th;<=50K
Divorced;40;43.0;Bachelors;>50K
Married-civ-spouse;45;35.0;Bachelors;>50K
Never-married;45;19.0;HS-grad;<=50K
Married-civ-spouse;90;44.0;Bachelors;<=50K
Widowed;55;55.0;Prof-school;>50K
Divorced;40;30.0;10th;<=50K
Never-married;60;33.0;11th;<=50K
Separated;40;34.0;Some-college;<=50K
Married-civ-spouse;80;55.0;Doctorate;>50K
Never-married;40;44.0;HS-grad;<=50K
Married-civ-spouse;45;45.0;Masters;>50K
Married-civ-spouse;40;60.0;HS-grad;>50K
Never-married;40;24.0;Assoc-voc;<=50K
Married-civ-spouse;48;37.0;Assoc-voc;>50K
Divorced;40;36.0;10th;<=50K
Married-civ-spouse;35;18.0;11th;<=50K
Never-married;40;32.0;Some-college;<=50K
Never-married;40;57.0;HS-grad;<=50K
Never-married;35;25.0;HS-grad;<=50K
Married-civ-spouse;99;41.0;Bachelors;>50K
Divorced;40;41.0;Bachelors;<=50K
Never-married;30;23.0;Some-college;<=50K
Never-married;40;47.0;Masters;<=50K
Separated;30;39.0;5th-6th;<=50K
Never-married;30;25.0;Assoc-voc;<=50K
Married-civ-spouse;40;47.0;Bachelors;>50K
Married-civ-spouse;45;29.0;HS-grad;<=50K
Married-civ-spouse;40;40.0;12th;<=50K
Never-married;40;34.0;Bachelors;<=50K
Married-civ-spouse;40;37.0;Bachelors;>50K
Never-married;40;48.0;Masters;<=50K
Married-civ-spouse;40;28.0;7th-8th;<=50K
Married-civ-spouse;40;40.0;HS-grad;<=50K
Married-civ-spouse;50;38.0;HS-grad;>50K
Never-married;40;27.0;HS-grad;<=50K
Married-civ-spouse;40;56.0;11th;<=50K
Married-civ-spouse;40;43.0;Bachelors;>50K
Never-married;28;28.0;HS-grad;<=50K
Married-civ-spouse;40;43.0;HS-grad;<=50K
Divorced;48;49.0;Some-college;>50K
Married-civ-spouse;45;44.0;HS-grad;<=50K
Married-civ-spouse;40;25.0;HS-grad;<=50K
Married-civ-spouse;40;61.0;Bachelors;>50K
Married-civ-spouse;50;41.0;Masters;>50K
Never-married;50;32.0;Bachelors;>50K
Never-married;45;28.0;Bachelors;<=50K
Never-married;30;23.0;HS-grad;<=50K
Separated;40;31.0;HS-grad;<=50K
Married-civ-spouse;40;48.0;Bachelors;<=50K
Separated;40;27.0;HS-grad;<=50K
Never-married;40;27.0;HS-grad;<=50K
Married-civ-spouse;49;60.0;9th;<=50K
Never-married;12;17.0;11th;<=50K
Married-civ-spouse;48;25.0;HS-grad;<=50K
Widowed;20;69.0;HS-grad;<=50K
Never-married;20;17.0;11th;<=50K
Never-married;40;19.0;Some-college;<=50K
Married-civ-spouse;80;25.0;HS-grad;>50K
Never-married;20;20.0;Some-college;<=50K
Never-married;20;32.0;Bachelors;<=50K
Never-married;60;49.0;Some-college;<=50K
Married-civ-spouse;22;57.0;1st-4th;<=50K
Never-married;40;25.0;Assoc-voc;<=50K
Married-civ-spouse;20;68.0;HS-grad;<=50K
Married-civ-spouse;50;34.0;HS-grad;>50K
Married-civ-spouse;40;36.0;11th;<=50K
Divorced;50;54.0;Masters;>50K
Divorced;60;39.0;Some-college;<=50K
Never-married;35;22.0;Some-college;<=50K
Married-civ-spouse;40;21.0;Some-college;<=50K
Married-civ-spouse;40;57.0;HS-grad;<=50K
Married-civ-spouse;40;38.0;Bachelors;<=50K
Never-married;40;26.0;Masters;<=50K
Never-married;15;19.0;HS-grad;<=50K
Never-married;40;31.0;Some-college;<=50K
Married-civ-spouse;45;55.0;HS-grad;>50K
