;hours_per_week;age;income;marital_status_Divorced;marital_status_Married-AF-spouse;marital_status_Married-civ-spouse;marital_status_Married-spouse-absent;marital_status_Never-married;marital_status_Separated;marital_status_Widowed
1114;65;27;>50K;0;0;0;0;1;0;0
1115;40;35;<=50K;0;0;1;0;0;0;0
1116;40;59;<=50K;0;0;0;0;0;0;1
1117;45;31;<=50K;1;0;0;0;0;0;0
1118;25;18;<=50K;0;0;0;0;1;0;0
1119;40;20;<=50K;0;0;0;0;1;0;0
1120;50;40;>50K;0;0;1;0;0;0;0
1121;40;51;>50K;0;0;1;0;0;0;0
1122;50;47;>50K;0;0;1;0;0;0;0
1123;38;23;<=50K;0;0;0;0;0;0;1
1124;35;42;>50K;0;0;1;0;0;0;0
1125;24;67;<=50K;0;0;1;0;0;0;0
1126;40;54;<=50K;0;0;1;0;0;0;0
1127;45;56;>50K;0;0;1;0;0;0;0
1128;35;53;>50K;0;0;1;0;0;0;0
1129;60;31;>50K;0;0;0;0;1;0;0
1130;30;22;<=50K;0;0;0;0;1;0;0
1131;48;51;>50K;0;0;1;0;0;0;0
1132;40;25;<=50K;1;0;0;0;0;0;0
1133;40;24;<=50K;0;0;0;0;1;0;0
1134;55;32;>50K;0;0;0;0;1;0;0
1135;70;42;>50K;0;0;1;0;0;0;0
1136;20;20;<=50K;0;0;0;0;1;0;0
1137;40;26;<=50K;0;0;0;0;1;0;0
1138;40;42;<=50K;0;0;0;1;0;0;0
1139;20;20;<=50K;0;0;0;0;1;0;0
1140;40;23;<=50K;0;0;0;0;1;0;0
1141;40;73;<=50K;0;0;1;0;0;0;0
1142;50;50;>50K;0;0;1;0;0;0;0
1143;20;30;<=50K;0;0;0;0;1;0;0
1144;40;47;>50K;0;0;1;0;0;0;0
1145;45;56;<=50K;0;0;0;0;1;0;0
1146;40;43;<=50K;1;0;0;0;0;0;0
1147;40;24;>50K;0;0;1;0;0;0;0
1148;40;26;<=50K;0;0;0;0;1;0;0
1149;55;47;>50K;0;0;1;0;0;0;0
1150;40;64;<=50K;0;0;0;0;1;0;0
1151;40;25;<=50K;0;0;0;0;1;0;0
1152;25;22;<=50K;0;0;0;0;1;0;0
1153;40;50;<=50K;1;0;0;0;0;0;0
1154;30;58;<=50K;1;0;0;0;0;0;0
1155;40;36;<=50K;1;0;0;0;0;0;0
1156;40;48;<=50K;1;0;0;0;0;0;0
1157;45;21;<=50K;0;0;0;0;1;0;0
1158;55;44;>50K;0;0;1;0;0;0;0
1159;40;27;<=50K;0;0;0;0;1;0;0
1160;48;26;<=50K;0;0;0;0;1;0;0
1161;40;22;<=50K;0;0;0;0;1;0;0
1162;40;41;<=50K;0;0;1;0;0;0;0
1163;40;24;<=50K;0;0;0;0;1;0;0
1164;64;41;>50K;0;0;1;0;0;0;0
1165;40;27;<=50K;0;0;0;0;1;0;0
1166;60;30;<=50K;0;1;0;0;0;0;0
1167;22;46;>50K;0;0;1;0;0;0;0
1168;45;36;>50K;0;0;1;0;0;0;0
1169;40;33;>50K;0;0;1;0;0;0;0
1170;40;44;<=50K;0;0;1;0;0;0;0
1171;34;27;<=50K;0;0;0;0;1;0;0
1172;40;40;<=50K;1;0;0;0;0;0;0
1173;50;46;<=50K;1;0;0;0;0;0;0
1174;40;20;<=50K;0;0;0;0;1;0;0
1175;20;22;<=50K;0;0;0;0;1;0;0
1176;37;47;>50K;0;0;1;0;0;0;0
1177;40;34;<=50K;0;0;1;0;0;0;0
1178;40;23;<=50K;0;0;0;0;1;0;0
1179;53;46;>50K;0;0;1;0;0;0;0
1180;40;58;>50K;0;0;1;0;0;0;0
1181;45;27;<=50K;0;0;1;0;0;0;0
1182;40;55;<=50K;1;0;0;0;0;0;0
1183;55;19;<=50K;0;0;0;0;1;0;0
1184;40;22;<=50K;0;0;0;0;1;0;0
1185;20;31;<=50K;0;0;0;0;1;0;0
1186;38;52;<=50K;1;0;0;0;0;0;0
1187;50;27;<=50K;1;0;0;0;0;0;0
1188;40;22;<=50K;0;0;0;0;1;0;0
1189;50;40;>50K;0;0;1;0;0;0;0
1190;40;45;<=50K;0;0;0;0;1;0;0
1191;40;47;<=50K;0;0;0;0;0;1;0
1192;45;34;<=50K;0;0;0;0;1;0;0
1193;25;36;>50K;0;0;1;0;0;0;0
1194;40;33;<=50K;0;0;1;0;0;0;0
1195;20;37;<=50K;0;0;1;0;0;0;0
1196;40;20;<=50K;0;0;0;0;1;0;0
1197;20;21;<=50K;0;0;0;0;1;0;0
1198;20;18;<=50K;0;0;0;0;1;0;0
1199;40;28;<=50K;0;0;1;0;0;0;0
1200;40;22;<=50K;0;0;0;0;1;0;0
1201;56;35;<=50K;1;0;0;0;0;0;0
1202;40;45;<=50K;0;0;0;0;1;0;0
1203;12;17;<=50K;0;0;0;0;1;0;0
1204;50;30;>50K;0;0;1;0;0;0;0
1205;4;58;<=50K;0;0;0;0;1;0;0
1206;35;45;<=50K;0;0;1;0;0;0;0
1207;15;36;>50K;0;0;1;0;0;0;0
1208;30;18;<=50K;0;0;0;0;1;0;0
1209;48;34;<=50K;0;0;0;0;1;0;0
1210;40;23;<=50K;0;0;0;0;1;0;0
1211;40;34;<=50K;1;0;0;0;0;0;0
1212;35;18;<=50K;0;0;0;0;1;0;0
1213;40;22;<=50K;0;0;0;0;1;0;0
1214;35;24;<=50K;0;0;0;0;1;0;0
1215;20;64;<=50K;1;0;0;0;0;0;0
1216;50;44;>50K;0;0;1;0;0;0;0
1217;60;35;>50K;1;0;0;0;0;0;0
1218;40;38;<=50K;0;0;0;0;1;0;0
1219;40;32;<=50K;0;0;1;0;0;0;0
1220;72;36;<=50K;1;0;0;0;0;0;0
1221;30;28;<=50K;0;0;0;0;0;1;0
1222;40;22;<=50K;0;0;0;0;1;0;0
1223;45;30;>50K;0;0;1;0;0;0;0
1224;40;25;<=50K;0;0;0;0;1;0;0
1225;40;26;<=50K;0;0;0;0;1;0;0
1226;52;31;<=50K;0;0;0;0;1;0;0
1227;35;35;>50K;0;0;1;0;0;0;0
1228;40;40;<=50K;0;0;0;0;1;0;0
1229;35;37;<=50K;0;0;0;0;0;1;0
1230;60;54;<=50K;1;0;0;0;0;0;0
1231;45;46;<=50K;0;0;1;0;0;0;0
1232;60;42;<=50K;0;0;1;0;0;0;0
1233;50;23;<=50K;0;0;1;0;0;0;0
1234;40;31;>50K;0;0;1;0;0;0;0
1235;40;23;<=50K;0;0;0;0;1;0;0
1236;40;28;<=50K;1;0;0;0;0;0;0
1237;40;46;<=50K;0;0;1;0;0;0;0
1238;40;29;<=50K;0;0;1;0;0;0;0
1239;40;20;<=50K;0;0;0;0;1;0;0
1240;40;34;<=50K;0;0;1;0;0;0;0
1241;48;65;>50K;0;0;1;0;0;0;0
1242;40;46;<=50K;1;0;0;0;0;0;0
1243;40;29;>50K;0;0;1;0;0;0;0
1244;35;26;<=50K;1;0;0;0;0;0;0
1245;22;21;<=50K;0;0;0;0;1;0;0
1246;35;21;<=50K;0;0;0;0;1;0;0
1247;40;46;<=50K;0;0;1;0;0;0;0
1248;38;23;<=50K;0;0;0;0;1;0;0
1249;40;38;>50K;0;0;1;0;0;0;0
1250;40;20;<=50K;0;0;0;0;1;0;0
1251;65;64;>50K;0;0;1;0;0;0;0
1252;50;29;<=50K;0;0;0;0;1;0;0
1253;40;45;>50K;0;0;1;0;0;0;0
1254;50;40;>50K;0;0;0;0;1;0;0
1255;30;30;<=50K;0;0;1;0;0;0;0
1256;40;69;>50K;0;0;1;0;0;0;0
1257;50;41;>50K;0;0;1;0;0;0;0
1258;45;42;>50K;0;0;1;0;0;0;0
1259;40;39;>50K;0;0;1;0;0;0;0
1260;75;73;<=50K;0;0;1;0;0;0;0
1261;50;56;<=50K;0;0;1;0;0;0;0
1262;40;52;>50K;0;0;1;0;0;0;0
1263;50;24;<=50K;0;0;0;0;0;1;0
1264;40;38;>50K;0;0;1;0;0;0;0
1265;50;58;<=50K;0;0;0;0;0;1;0
1266;60;42;>50K;0;0;1;0;0;0;0
1267;40;46;<=50K;1;0;0;0;0;0;0
1268;40;55;<=50K;0;0;1;0;0;0;0
1269;50;36;>50K;0;0;1;0;0;0;0
1270;40;65;<=50K;1;0;0;0;0;0;0
1271;35;47;<=50K;0;0;1;0;0;0;0
1272;40;42;>50K;0;0;1;0;0;0;0
1273;40;58;<=50K;1;0;0;0;0;0;0
1274;13;17;<=50K;0;0;0;0;1;0;0
1275;40;30;<=50K;0;0;1;0;0;0;0
1276;60;41;>50K;0;0;1;0;0;0;0
1277;60;23;<=50K;0;0;0;0;1;0;0
1278;40;55;>50K;0;0;0;0;1;0;0
1279;20;17;<=50K;0;0;0;0;1;0;0
1280;50;27;<=50K;0;0;1;0;0;0;0
1281;40;70;<=50K;0;0;1;0;0;0;0
1282;36;58;<=50K;0;0;1;0;0;0;0
1283;40;21;<=50K;0;0;0;0;1;0;0
1284;43;22;<=50K;0;0;0;0;1;0;0
1285;15;39;>50K;0;0;1;0;0;0;0
1286;50;41;>50K;0;0;1;0;0;0;0
1287;40;34;<=50K;1;0;0;0;0;0;0
1288;40;53;>50K;0;0;1;0;0;0;0
1289;40;38;<=50K;0;0;1;0;0;0;0
1290;50;33;<=50K;0;0;0;0;1;0;0
1291;35;54;<=50K;0;0;1;0;0;0;0
1292;40;36;<=50K;1;0;0;0;0;0;0
1293;40;35;>50K;1;0;0;0;0;0;0
1294;50;23;<=50K;0;0;1;0;0;0;0
1295;50;24;<=50K;0;0;0;0;1;0;0
1296;40;24;<=50K;0;0;0;0;1;0;0
1297;35;21;<=50K;0;0;0;0;1;0;0
1298;48;26;<=50K;1;0;0;0;0;0;0
1299;25;68;<=50K;0;0;1;0;0;0;0
1300;60;35;<=50K;0;0;1;0;0;0;0
1301;40;39;>50K;0;0;1;0;0;0;0
1302;50;33;<=50K;0;0;1;0;0;0;0
1303;40;24;<=50K;0;0;0;0;1;0;0
1304;60;39;>50K;1;0;0;0;0;0;0
1305;40;26;<=50K;0;0;0;0;1;0;0
1306;50;37;<=50K;0;0;0;0;1;0;0
1307;55;43;<=50K;0;0;1;0;0;0;0
1308;40;30;>50K;0;0;1;0;0;0;0
1309;40;18;<=50K;0;0;0;0;1;0;0
1310;65;55;<=50K;0;0;1;0;0;0;0
1311;40;33;<=50K;1;0;0;0;0;0;0
1312;60;46;>50K;0;0;1;0;0;0;0
1313;35;39;<=50K;1;0;0;0;0;0;0
1314;40;23;<=50K;0;0;0;0;1;0;0
1315;40;33;<=50K;1;0;0;0;0;0;0
1316;40;30;>50K;0;0;1;0;0;0;0
1317;42;37;<=50K;0;0;0;0;1;0;0
1318;50;50;>50K;0;0;1;0;0;0;0
1319;40;28;<=50K;1;0;0;0;0;0;0
1320;40;43;<=50K;1;0;0;0;0;0;0
1321;35;48;>50K;0;0;1;0;0;0;0
1322;60;59;>50K;1;0;0;0;0;0;0
1323;40;44;<=50K;0;0;1;0;0;0;0
1324;40;27;<=50K;0;0;0;0;1;0;0
1325;40;33;<=50K;0;0;0;0;1;0;0
1326;48;49;>50K;0;0;1;0;0;0;0
1327;45;41;>50K;0;0;1;0;0;0;0
1328;40;39;>50K;0;0;1;0;0;0;0
1329;40;46;<=50K;0;0;0;0;0;0;1
1330;40;45;<=50K;1;0;0;0;0;0;0
1331;35;21;<=50K;0;0;0;0;1;0;0
1332;40;32;<=50K;1;0;0;0;0;0;0
1333;60;38;>50K;0;0;1;0;0;0;0
1334;25;21;<=50K;0;0;0;0;1;0;0
1335;40;22;<=50K;0;0;0;0;1;0;0
1336;40;63;<=50K;0;0;0;0;0;0;1
1337;40;29;<=50K;0;0;0;0;1;0;0
1338;40;56;<=50K;0;0;1;0;0;0;0
1339;12;72;<=50K;1;0;0;0;0;0;0
1340;45;62;>50K;0;0;1;0;0;0;0
1341;40;23;<=50K;0;0;1;0;0;0;0
1342;40;50;>50K;0;0;1;0;0;0;0
1343;55;32;<=50K;0;0;1;0;0;0;0
1344;38;46;>50K;0;0;1;0;0;0;0
1345;72;31;<=50K;0;0;1;0;0;0;0
1346;50;24;<=50K;0;0;0;0;1;0;0
1347;50;35;<=50K;0;0;1;0;0;0;0
1348;35;22;<=50K;0;0;0;0;1;0;0
1349;40;25;<=50K;0;0;0;0;1;0;0
1350;40;33;<=50K;1;0;0;0;0;0;0
1351;40;43;<=50K;0;0;1;0;0;0;0
1352;40;29;<=50K;0;0;0;0;1;0;0
1353;55;42;>50K;0;0;1;0;0;0;0
1354;40;28;<=50K;0;0;0;0;1;0;0
1355;50;49;<=50K;0;0;0;0;1;0;0
1356;15;28;<=50K;0;0;1;0;0;0;0
1357;35;40;<=50K;0;0;1;0;0;0;0
1358;60;54;>50K;0;0;1;0;0;0;0
1359;38;35;<=50K;0;0;0;0;1;0;0
1360;40;30;<=50K;0;0;0;0;1;0;0
1361;24;20;<=50K;0;0;0;0;1;0;0
1362;55;32;<=50K;0;0;0;0;1;0;0
1363;16;23;<=50K;0;0;0;0;1;0;0
1364;40;42;>50K;0;0;1;0;0;0;0
1365;16;17;<=50K;0;0;0;0;1;0;0
1366;40;31;<=50K;0;0;0;0;1;0;0
1367;30;19;<=50K;0;0;0;0;1;0;0
1368;40;57;>50K;0;0;1;0;0;0;0
1369;40;58;>50K;1;0;0;0;0;0;0
1370;25;33;<=50K;0;0;1;0;0;0;0
1371;40;60;<=50K;1;0;0;0;0;0;0
1372;10;20;<=50K;0;0;0;0;1;0;0
1373;40;24;<=50K;0;0;0;0;1;0;0
1374;45;30;<=50K;0;0;0;0;1;0;0
1375;40;41;<=50K;0;0;1;0;0;0;0
1376;37;24;<=50K;0;0;0;0;1;0;0
1377;60;52;>50K;0;0;1;0;0;0;0
1378;40;38;>50K;0;0;1;0;0;0;0
1379;40;37;>50K;0;0;1;0;0;0;0
1380;40;56;<=50K;1;0;0;0;0;0;0
1381;40;47;>50K;1;0;0;0;0;0;0
1382;55;28;<=50K;0;0;0;0;1;0;0
1383;40;27;<=50K;0;0;1;0;0;0;0
1384;15;19;<=50K;0;0;0;0;1;0;0
1385;40;34;<=50K;1;0;0;0;0;0;0
1386;40;46;<=50K;0;0;1;0;0;0;0
1387;60;28;<=50K;0;0;0;0;1;0;0
1388;42;36;<=50K;0;0;0;0;0;1;0
1389;50;45;>50K;1;0;0;0;0;0;0
1390;80;50;<=50K;0;0;1;0;0;0;0
1391;40;46;<=50K;0;0;0;0;1;0;0
1392;15;67;<=50K;0;0;1;0;0;0;0
1393;60;29;<=50K;0;0;1;0;0;0;0
1394;45;37;>50K;0;0;1;0;0;0;0
1395;40;66;<=50K;0;0;1;0;0;0;0
1396;50;31;<=50K;0;0;0;0;1;0;0
1397;20;20;<=50K;0;0;0;0;1;0;0
1398;30;41;<=50K;0;0;0;0;1;0;0
1399;27;58;<=50K;0;0;0;0;0;0;1
1400;55;31;>50K;0;0;1;0;0;0;0
1401;40;48;<=50K;1;0;0;0;0;0;0
1402;37;25;<=50K;0;0;0;0;1;0;0
1403;45;36;>50K;0;0;0;0;1;0;0
1404;40;40;<=50K;1;0;0;0;0;0;0
1405;40;32;<=50K;0;0;0;1;0;0;0
1406;40;29;<=50K;0;0;0;0;1;0;0
1407;40;47;<=50K;1;0;0;0;0;0;0
1408;50;31;<=50K;0;0;1;0;0;0;0
1409;40;44;<=50K;1;0;0;0;0;0;0
1410;15;46;<=50K;0;0;0;0;1;0;0
1411;40;22;<=50K;0;0;0;0;1;0;0
1412;40;58;<=50K;0;0;0;0;0;1;0
1413;55;50;>50K;0;0;1;0;0;0;0
1414;40;20;<=50K;0;0;0;0;1;0;0
1415;60;50;<=50K;0;0;1;0;0;0;0
1416;15;67;<=50K;0;0;0;0;0;0;1
1417;55;39;>50K;1;0;0;0;0;0;0
1418;40;42;>50K;0;0;1;0;0;0;0
1419;20;25;<=50K;0;0;0;0;1;0;0
1420;50;54;>50K;0;0;1;0;0;0;0
1421;60;52;<=50K;1;0;0;0;0;0;0
1422;40;20;<=50K;0;0;0;0;1;0;0
1423;20;18;<=50K;0;0;0;0;1;0;0
1424;15;19;<=50K;0;0;0;0;1;0;0
1425;20;70;>50K;0;0;1;0;0;0;0
1426;60;59;>50K;0;0;1;0;0;0;0
1427;45;60;<=50K;0;0;1;0;0;0;0
1428;22;21;<=50K;0;0;0;0;1;0;0
1429;40;18;<=50K;0;0;0;0;1;0;0
1430;40;37;<=50K;1;0;0;0;0;0;0
1431;40;30;<=50K;0;0;1;0;0;0;0
1432;40;33;<=50K;1;0;0;0;0;0;0
1433;40;20;<=50K;0;0;0;0;1;0;0
1434;40;45;<=50K;0;0;1;0;0;0;0
1435;42;26;>50K;0;0;1;0;0;0;0
1436;38;56;>50K;0;0;1;0;0;0;0
1437;25;21;<=50K;0;0;0;0;1;0;0
1438;40;25;>50K;0;0;0;0;1;0;0
1439;40;45;<=50K;0;0;0;0;1;0;0
1440;40;51;<=50K;0;0;1;0;0;0;0
1441;40;35;<=50K;1;0;0;0;0;0;0
1442;15;17;<=50K;0;0;0;0;1;0;0
1443;40;50;<=50K;0;0;1;0;0;0;0
1444;20;20;<=50K;0;0;0;0;1;0;0
1445;40;39;>50K;0;0;1;0;0;0;0
1446;40;64;<=50K;1;0;0;0;0;0;0
1447;40;25;<=50K;0;0;1;0;0;0;0
1448;40;44;<=50K;0;0;1;0;0;0;0
1449;40;38;<=50K;1;0;0;0;0;0;0
1450;70;40;<=50K;0;0;0;0;1;0;0
1451;50;49;>50K;0;0;1;0;0;0;0
1452;40;46;<=50K;0;0;1;0;0;0;0
1453;42;61;<=50K;0;0;1;0;0;0;0
1454;70;43;>50K;0;0;1;0;0;0;0
1455;40;24;<=50K;0;0;0;0;1;0;0
1456;38;57;<=50K;0;0;1;0;0;0;0
1457;25;66;>50K;0;0;1;0;0;0;0
1458;50;26;>50K;0;0;1;0;0;0;0
1459;20;21;<=50K;0;0;0;0;1;0;0
1460;40;19;<=50K;0;0;0;0;1;0;0
1461;40;57;<=50K;0;0;1;0;0;0;0
1462;50;37;<=50K;0;0;1;0;0;0;0
1463;35;37;<=50K;0;0;0;0;1;0;0
1464;20;40;>50K;0;0;1;0;0;0;0
1465;35;47;>50K;0;0;1;0;0;0;0
1466;40;38;<=50K;0;0;0;0;1;0;0
1467;40;59;<=50K;0;0;1;0;0;0;0
1468;40;45;>50K;0;0;1;0;0;0;0
1469;5;71;<=50K;0;0;0;0;0;0;1
1470;40;43;<=50K;0;0;1;0;0;0;0
1471;45;37;>50K;0;0;0;0;1;0;0
1472;60;38;<=50K;0;0;0;0;1;0;0
1473;40;49;<=50K;0;0;1;0;0;0;0
1474;40;25;<=50K;0;0;0;0;1;0;0
1475;40;29;<=50K;0;0;0;0;1;0;0
1476;40;41;>50K;0;0;1;0;0;0;0
1477;40;58;<=50K;1;0;0;0;0;0;0
1478;45;38;<=50K;1;0;0;0;0;0;0
1479;40;19;<=50K;0;0;0;0;1;0;0
1480;3;67;<=50K;0;0;1;0;0;0;0
1481;40;25;<=50K;0;0;0;0;1;0;0
1482;40;33;<=50K;0;0;1;0;0;0;0
1483;40;62;<=50K;0;0;0;0;0;0;1
1484;60;41;<=50K;0;0;1;0;0;0;0
1485;50;37;>50K;0;0;1;0;0;0;0
1486;40;71;<=50K;0;0;0;0;1;0;0
1487;38;30;<=50K;1;0;0;0;0;0;0
1488;50;29;<=50K;0;0;1;0;0;0;0
1489;40;27;<=50K;1;0;0;0;0;0;0
1490;45;57;<=50K;1;0;0;0;0;0;0
1491;40;28;<=50K;0;0;0;1;0;0;0
1492;55;54;>50K;0;0;1;0;0;0;0
1493;24;19;<=50K;0;0;0;0;1;0;0
1494;40;57;<=50K;0;0;0;0;1;0;0
1495;40;44;<=50K;0;0;1;0;0;0;0
1496;40;48;<=50K;0;0;1;0;0;0;0
1497;40;45;<=50K;0;0;0;1;0;0;0
1498;40;30;>50K;0;0;1;0;0;0;0
1499;55;30;>50K;1;0;0;0;0;0;0
1500;40;56;<=50K;0;0;1;0;0;0;0
1501;15;17;<=50K;0;0;0;0;1;0;0
1502;40;50;<=50K;1;0;0;0;0;0;0
1503;51;33;<=50K;0;0;1;0;0;0;0
1504;46;33;<=50K;0;0;1;0;0;0;0
1505;38;36;<=50K;0;0;1;0;0;0;0
1506;40;30;<=50K;0;0;1;0;0;0;0
1507;45;52;<=50K;0;0;1;0;0;0;0
1508;40;42;<=50K;0;0;0;0;1;0;0
1509;40;20;<=50K;0;0;0;0;1;0;0
1510;40;20;<=50K;0;0;0;0;1;0;0
1511;55;38;>50K;0;0;1;0;0;0;0
1512;40;68;<=50K;0;0;0;0;1;0;0
1513;40;40;<=50K;0;0;1;0;0;0;0
1514;20;65;<=50K;0;0;1;0;0;0;0
1515;60;31;>50K;0;0;1;0;0;0;0
1516;40;20;<=50K;0;0;0;0;1;0;0
1517;44;47;<=50K;0;0;1;0;0;0;0
1518;40;29;<=50K;0;0;0;0;1;0;0
1519;43;33;<=50K;0;0;0;0;1;0;0
1520;48;58;<=50K;0;0;1;0;0;0;0
1521;40;36;<=50K;1;0;0;0;0;0;0
1522;50;24;<=50K;1;0;0;0;0;0;0
1523;40;31;<=50K;0;0;0;0;1;0;0
1524;4;47;<=50K;1;0;0;0;0;0;0
1525;50;26;<=50K;0;0;1;0;0;0;0
1526;48;40;<=50K;0;0;1;0;0;0;0
1527;45;47;<=50K;0;0;0;1;0;0;0
1528;50;42;>50K;0;0;1;0;0;0;0
1529;40;37;<=50K;0;0;1;0;0;0;0
1530;40;79;<=50K;0;0;0;0;1;0;0
1531;40;45;<=50K;0;0;0;1;0;0;0
1532;40;43;<=50K;0;0;1;0;0;0;0
1533;50;29;<=50K;0;0;1;0;0;0;0
1534;40;33;<=50K;0;0;0;0;1;0;0
1535;40;65;<=50K;0;0;0;0;1;0;0
1536;25;17;<=50K;0;0;0;0;1;0;0
1537;40;65;<=50K;0;0;1;0;0;0;0
1538;33;38;>50K;0;0;1;0;0;0;0
1539;25;26;<=50K;0;0;0;0;1;0;0
1540;50;29;>50K;0;0;1;0;0;0;0
1541;40;31;<=50K;0;0;0;0;0;1;0
1542;96;25;<=50K;0;0;1;0;0;0;0
1543;40;31;<=50K;1;0;0;0;0;0;0
1544;40;32;<=50K;0;0;0;0;1;0;0
1545;45;57;<=50K;0;0;1;0;0;0;0
1546;60;39;>50K;0;0;1;0;0;0;0
1547;10;39;<=50K;0;0;0;0;1;0;0
1548;30;28;<=50K;0;0;0;0;1;0;0
1549;40;27;<=50K;0;0;0;0;1;0;0
1550;40;49;<=50K;0;0;0;0;0;0;1
1551;25;45;<=50K;0;0;0;0;0;0;1
1552;45;49;>50K;0;0;1;0;0;0;0
1553;45;26;<=50K;0;0;0;0;1;0;0
1554;40;47;<=50K;0;0;0;0;1;0;0
1555;40;68;<=50K;0;0;1;0;0;0;0
1556;40;56;<=50K;1;0;0;0;0;0;0
1557;45;27;<=50K;0;0;0;0;0;1;0
1558;40;67;<=50K;1;0;0;0;0;0;0
1559;40;59;>50K;0;0;1;0;0;0;0
1560;60;42;<=50K;0;0;0;0;1;0;0
1561;35;36;>50K;0;0;1;0;0;0;0
1562;40;35;<=50K;0;0;0;0;1;0;0
1563;36;38;<=50K;0;0;0;1;0;0;0
1564;35;37;<=50K;0;0;0;0;1;0;0
1565;50;29;>50K;0;0;1;0;0;0;0
1566;40;23;<=50K;0;0;0;0;1;0;0
1567;40;21;<=50K;0;0;0;0;1;0;0
1568;43;54;<=50K;0;0;1;0;0;0;0
1569;40;42;<=50K;0;0;1;0;0;0;0
1570;20;34;<=50K;0;0;0;0;0;1;0
1571;30;49;>50K;1;0;0;0;0;0;0
1572;40;37;<=50K;0;0;0;0;0;1;0
1573;45;24;<=50K;0;0;0;0;1;0;0
1574;32;18;<=50K;0;0;0;0;1;0;0
1575;6;72;<=50K;1;0;0;0;0;0;0
1576;45;19;<=50K;0;0;0;0;1;0;0
1577;35;24;<=50K;0;0;0;0;1;0;0
1578;50;33;<=50K;0;0;1;0;0;0;0
1579;48;45;>50K;0;0;1;0;0;0;0
1580;30;24;<=50K;0;0;0;0;1;0;0
1581;35;35;<=50K;1;0;0;0;0;0;0
1582;60;37;>50K;0;0;1;0;0;0;0
1583;60;45;>50K;0;0;1;0;0;0;0
1584;40;59;<=50K;0;0;0;0;1;0;0
1585;80;28;<=50K;0;0;0;0;1;0;0
1586;40;21;<=50K;0;0;0;0;1;0;0
1587;40;29;<=50K;0;0;0;0;1;0;0
1588;40;61;<=50K;1;0;0;0;0;0;0
1589;48;24;<=50K;0;0;0;0;1;0;0
1590;50;27;<=50K;0;0;1;0;0;0;0
1591;40;35;<=50K;0;0;0;0;1;0;0
1592;20;21;<=50K;0;0;0;0;1;0;0
1593;6;23;<=50K;0;0;0;0;1;0;0
1594;40;23;<=50K;0;0;0;0;1;0;0
1595;60;33;<=50K;0;0;1;0;0;0;0
1596;40;31;<=50K;0;0;0;0;1;0;0
1597;66;52;>50K;0;0;1;0;0;0;0
1598;65;42;>50K;0;0;1;0;0;0;0
1599;45;41;>50K;0;0;1;0;0;0;0
1600;40;40;<=50K;0;0;1;0;0;0;0
1601;50;31;>50K;0;0;1;0;0;0;0
1602;40;17;<=50K;0;0;0;0;1;0;0
1603;40;24;<=50K;0;0;0;0;1;0;0
1604;30;39;<=50K;0;0;1;0;0;0;0
1605;40;35;<=50K;0;0;1;0;0;0;0
1606;40;46;<=50K;1;0;0;0;0;0;0
1607;40;47;>50K;0;0;1;0;0;0;0
1608;40;32;<=50K;0;0;0;0;1;0;0
1609;40;61;<=50K;0;0;0;0;0;0;1
1610;30;61;>50K;0;0;1;0;0;0;0
1611;40;33;<=50K;0;0;0;0;1;0;0
1612;65;53;>50K;0;0;1;0;0;0;0
1613;48;41;>50K;0;0;1;0;0;0;0
1614;16;22;<=50K;0;0;0;0;1;0;0
1615;40;20;<=50K;0;0;0;0;1;0;0
1616;15;26;<=50K;0;0;0;0;1;0;0
1617;40;27;<=50K;0;0;0;0;1;0;0
1618;65;33;<=50K;0;0;1;0;0;0;0
1619;40;31;<=50K;0;0;1;0;0;0;0
1620;20;24;<=50K;0;0;0;0;1;0;0
1621;20;64;<=50K;0;0;1;0;0;0;0
1622;40;49;>50K;0;0;1;0;0;0;0
1623;50;36;<=50K;0;0;1;0;0;0;0
1624;68;23;<=50K;0;0;1;0;0;0;0
1625;50;45;>50K;0;0;0;0;1;0;0
1626;36;20;<=50K;0;0;0;0;1;0;0
1627;42;53;>50K;0;0;1;0;0;0;0
1628;40;60;<=50K;0;0;1;0;0;0;0
1629;50;31;<=50K;1;0;0;0;0;0;0
1630;42;24;<=50K;0;0;0;0;1;0;0
1631;45;41;>50K;1;0;0;0;0;0;0
1632;65;36;<=50K;1;0;0;0;0;0;0
1633;55;58;>50K;0;0;1;0;0;0;0
1634;40;37;<=50K;0;0;1;0;0;0;0
1635;45;58;>50K;0;0;1;0;0;0;0
1636;40;47;<=50K;1;0;0;0;0;0;0
1637;40;33;<=50K;0;0;1;0;0;0;0
1638;38;42;>50K;0;0;1;0;0;0;0
1639;50;22;<=50K;0;0;0;0;1;0;0
1640;40;52;<=50K;0;0;0;0;1;0;0
1641;50;61;>50K;0;0;1;0;0;0;0
1642;40;45;<=50K;1;0;0;0;0;0;0
1643;50;36;>50K;0;0;1;0;0;0;0
1644;60;24;<=50K;0;0;0;0;1;0;0
1645;52;29;<=50K;0;0;0;0;1;0;0
1646;55;25;>50K;0;0;1;0;0;0;0
1647;50;58;>50K;0;0;1;0;0;0;0
1648;40;19;<=50K;0;0;0;0;1;0;0
1649;42;46;<=50K;1;0;0;0;0;0;0
1650;45;42;>50K;0;0;1;0;0;0;0
1651;40;62;>50K;0;0;1;0;0;0;0
1652;40;36;>50K;0;0;1;0;0;0;0
1653;60;30;<=50K;0;0;0;0;0;1;0
