edad;sexo;alfabeto;sistema_salud;nivel_educativo;ocupacion_jerarquia;estado_civil;ingreso
37;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;3000
42;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;12000
70;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;5;6000
46;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;9000
65;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;3500
57;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;10000
57;mujer;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;2;3000
51;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;2;8000
62;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;3000
61;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;4;15000
60;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;2;10000
37;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Completa;Cuenta propia;1;30000
53;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;10000
63;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;2;3000
27;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;14000
52;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;2;10000
38;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;4;4000
43;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;1;18000
68;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;3;12000
42;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;3;10000
51;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;6000
48;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;6000
50;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;4;20000
60;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;6000
51;hombre;Si;No paga ni le descuentan;Secundaria Completa;Director;1;30000
45;mujer;Si;Obra social y mutual/prepaga/servicio de emergencia.;Primaria Incompleta(incluye educación especial);Cuenta propia;2;1000
21;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;3;720
72;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;6000
42;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Director;1;30000
54;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;10000
35;mujer;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;1;2000
61;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;1;17000
53;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;2;15000
44;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;4;12000
30;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;5000
47;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Director;1;18000
46;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;4000
62;hombre;Si;Obra social y mutual/prepaga/servicio de emergencia.;Secundaria Incompleta;Director;1;29000
40;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;4;7800
63;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Director;1;60000
32;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;3000
22;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;2000
65;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;6000
40;mujer;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;4;9000
45;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;17000
55;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;4;21600
59;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Cuenta propia;1;9600
26;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;1500
47;hombre;Si;Obra social y mutual/prepaga/servicio de emergencia.;Superior Universitaria Incompleta;Cuenta propia;2;40000
59;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;otro;1;20000
66;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;4000
35;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;4;14000
61;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;7000
67;mujer;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;3;2000
56;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;2;17000
24;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Incompleta;Cuenta propia;3;20000
36;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Cuenta propia;4;12000
54;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;8000
65;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;500
53;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Director;1;30000
41;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;8000
59;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;1;10000
51;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;1;4000
38;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;8000
60;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Director;1;10000
41;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Director;1;8000
73;mujer;Si;Obra social (incluye PAMI);Secundaria Incompleta;Director;4;10000
56;hombre;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;2;13000
38;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;2;7000
30;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Director;4;45000
23;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;4;4000
25;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;5000
20;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;3;1800
69;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Director;1;30000
28;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;1800
46;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;2;15000
22;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;2800
39;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;5000
25;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;6000
48;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;2;15000
59;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;1;6000
56;mujer;Si;Obra social y mutual/prepaga/servicio de emergencia.;Secundaria Completa;Cuenta propia;1;600
73;mujer;Si;Obra social (incluye PAMI);Primaria Incompleta(incluye educación especial);Cuenta propia;2;800
38;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;2;18000
41;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;4;30000
53;mujer;No;Planes y seguros públicos;Sin instrucción;Cuenta propia;2;3000
27;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;14000
54;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;8000
27;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;4;15000
73;mujer;No;Obra social (incluye PAMI);Sin instrucción;Cuenta propia;2;4000
24;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;4000
42;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;25000
30;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;4;2000
59;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;10000
30;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;4;10000
63;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;1;15000
38;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;3;25000
40;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;2;8000
28;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;4;15000
54;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;1000
46;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;30000
42;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;3;40000
49;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;15000
19;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;4;1000
26;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;3;4000
52;hombre;Si;No paga ni le descuentan;Primaria Completa;Director;4;17000
40;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;3;4000
56;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Director;1;10000
53;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;5000
46;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;10000
52;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;2;4000
40;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;4;20000
57;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Completa;Director;1;50000
52;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Cuenta propia;1;2000
23;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;3;9500
48;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;2;8000
60;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;1;2800
47;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;4;6900
43;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;30000
31;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Cuenta propia;4;8000
51;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;5000
30;hombre;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;4;10000
50;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;5000
50;hombre;No;No paga ni le descuentan;Sin instrucción;Cuenta propia;2;5000
57;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;12000
32;hombre;Si;No paga ni le descuentan;Secundaria Completa;Director;1;10000
47;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Director;4;50000
54;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;20000
62;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;4;12000
30;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;10000
53;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;8000
29;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;1800
44;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;20000
23;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;8000
74;hombre;Si;Obra social y mutual/prepaga/servicio de emergencia.;Superior Universitaria Completa;Cuenta propia;1;20000
51;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Director;4;30000
52;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;3;2000
45;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Completa;Cuenta propia;1;30000
52;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;16500
47;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;4;5000
81;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Director;3;21000
23;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;16000
58;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;2;12000
44;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Director;1;15000
33;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;16000
37;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;3;15000
21;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;7000
41;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;2;12000
43;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;4;16000
83;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Director;1;20000
38;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;20000
52;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;3;20000
60;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;5;1500
48;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;5;10000
41;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;3000
50;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;2;30000
47;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;10000
20;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Incompleta;Cuenta propia;3;4800
49;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Completa;Cuenta propia;4;6000
29;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;3;4500
53;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;15000
21;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Incompleta;Cuenta propia;3;5000
44;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;15000
52;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;9600
31;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;24000
58;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;5000
42;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;2;6000
63;hombre;Si;No paga ni le descuentan;Primaria Completa;Director;1;26900
48;mujer;No;Obra social (incluye PAMI);Primaria Incompleta(incluye educación especial);Cuenta propia;1;2000
54;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;25000
58;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;4;13000
30;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;3;4000
34;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;8000
64;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;5;12000
34;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Cuenta propia;1;3000
62;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;2;20000
33;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;4;4000
45;hombre;Si;Obra social y mutual/prepaga/servicio de emergencia.;Secundaria Completa;Cuenta propia;4;20000
32;mujer;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;3;4500
52;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Completa;Director;1;25000
62;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;3;7200
44;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;2;5000
67;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;1;2000
40;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;15000
52;mujer;Si;Planes y seguros públicos;Secundaria Completa;Cuenta propia;2;3000
43;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;4;15000
55;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;5600
30;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Director;3;29000
40;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;3;20000
59;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;2;20000
40;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;10000
26;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;2500
62;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;5;9000
32;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;1;2000
55;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;2;8000
28;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;4;7000
65;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;5;8000
28;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;20000
33;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;8000
39;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;6000
54;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;8000
36;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;3;65000
52;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;8000
34;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;2;2000
79;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;2;6000
45;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;22000
53;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Director;4;30000
43;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;2;20000
37;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;3;10000
54;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;10000
19;mujer;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;3;700
39;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;2000
53;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;6000
28;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Completa;Cuenta propia;4;15000
40;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;20000
68;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;5000
37;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;3;10000
55;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Incompleta;Cuenta propia;5;18000
46;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;4;6000
38;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;3;15000
36;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;4;4000
26;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;4000
53;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;3;2000
52;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;1;15000
46;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;3;6000
34;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;3;2000
45;hombre;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;1;25000
38;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;25000
64;hombre;Si;No paga ni le descuentan;Primaria Completa;Director;1;4000
29;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;4;2400
62;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;3;8000
26;hombre;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;3;9000
58;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Primaria Completa;Cuenta propia;1;4000
62;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;2;30000
40;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;20000
59;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Director;1;40000
48;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;4;25000
57;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;2;10000
20;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;1500
36;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;12000
55;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;2;8000
56;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;4000
22;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;3;6000
66;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;1;8000
46;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;10000
57;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;4;7000
25;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;5000
24;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;3000
39;mujer;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;2;2000
50;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;3;9000
23;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;3;400
22;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;12000
48;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;10000
26;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Incompleta;Cuenta propia;4;20000
46;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Incompleta;Cuenta propia;1;25000
38;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;20000
66;hombre;No;Obra social (incluye PAMI);Sin instrucción;Cuenta propia;3;1000
67;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;2;20000
46;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;2;25000
23;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;3;2000
51;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Director;1;50000
49;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;2;1000
51;mujer;Si;Obra social y mutual/prepaga/servicio de emergencia.;Superior Universitaria Completa;Cuenta propia;1;3000
21;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;3;1000
28;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;4000
57;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;3000
22;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;3;3000
33;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;4000
38;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;1;1000
32;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;4;8000
43;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;3;40000
78;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Director;1;5000
38;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;7000
46;mujer;Si;Planes y seguros públicos;Secundaria Incompleta;Director;2;8400
41;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;4;20000
45;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;10000
29;mujer;Si;Obra social y mutual/prepaga/servicio de emergencia.;Superior Universitaria Completa;Director;4;20000
26;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;4500
42;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;25000
67;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;2;13000
32;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;3;25000
40;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Completa;Cuenta propia;3;12000
40;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;4;10000
43;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;4;8000
45;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;20000
42;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;20000
25;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Director;3;10000
57;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;25000
59;mujer;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;3;2000
54;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;2;3000
67;mujer;Si;Obra social y mutual/prepaga/servicio de emergencia.;Superior Universitaria Completa;Cuenta propia;1;1500
35;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;13000
19;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;6000
45;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;15000
26;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;15000
21;mujer;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;3;10000
63;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;27000
37;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;10000
33;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;4;17000
27;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;1500
32;mujer;Si;Mutual/prepaga/servicio de emergencia/ Planes y Seguros Públicos;Secundaria Incompleta;Cuenta propia;4;10000
42;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;2;8000
31;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;3;10000
23;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;3;1500
65;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;5;7500
28;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;11000
37;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;18000
40;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;15000
